corp_code,corp_name,stock_code,avg_revenue_last_3y,total_assets
00923826,일월지엠엘,178780,29079228021.3,46173092871
00925189,신화콘텍,187270,49619671267.0,97223460337
00925295,에프엔씨엔터,173940,79982098881.3,118380430317
00925587,위드텍,348350,55261017948.3,139800509989
00926522,테고사이언스,191420,7403284709.3,52515371130
00927558,유바이오로직스,206650,73622550893.0,202084808067
00939942,포시에스,189690,31387559854.7,78408882717
00942131,앤디포스,238090,63539212207.0,105877525166
00945457,아이진,185490,3924870564.3,65305811618
00946030,로보티즈,108490,28340876621.3,100246445003
00956028,엑세스바이오,950130,383254044.3,503980396
00957373,펨트론,168360,63959586681.3,71687225066
00958327,지앤비에스 에코,382800,75225134693.3,135086453187
00958451,한선엔지니어링,452280,45754929904.0,78986924347
00959210,코츠테크놀로지,448710,52705408482.0,66657433601
00959229,세종메디칼,258830,17675626086.7,51743575311
00961507,케일럼,258610,86573830859.0,90050932024
00961570,신도기연,290520,17722596415.7,68571194145
00961774,유티아이,179900,24788245538.3,160639757471
00962223,지니언스,263860,43649873244.0,69299301439
00962393,포인트모바일,318020,81629408609.7,81902275903
00962922,팬젠,222110,9496156716.0,30544682369
00963976,SG,255220,96573142869.7,232832735266
00964595,엔바이오니아,317870,13300903880.7,64889629522
00965318,이노시뮬레이션,274400,15232742683.0,47919811913
00965512,라온텍,418420,10187773492.3,28160758750
00971726,옵티팜,153710,17672330603.7,43318838518
00975290,에이스토리,241840,47782630287.3,71711472045
00976615,틸론,217880,7316417235.0,32189288030
00977377,에이비온,203400,1513503273.7,63782309171
00977641,하이로닉,149980,30976117644.0,80014600573
00977650,엔케이젠바이오텍코리아,182400,10003536694.7,22878781256
00980043,비큐AI,148780,16817091270.0,15747802228
00983916,HLB제넥스,187420,30079964063.7,146261606578
00986898,팜스빌,318010,21410976328.3,67139949260
00988364,SGA솔루션즈,184230,42123694873.7,103611572099
00989619,알테오젠,196170,76061298061.7,409011974213
00989664,코아스템켐온,166480,36099081536.0,117457187209
00990819,아티스트스튜디오,200350,37864228183.0,59269511420
00991191,앱클론,174900,2873687695.7,48182887935
00991298,씨이랩,189330,7551240942.0,13395642956
00992543,LK삼양,225190,41998049040.0,43376763929
00993931,동양파일,228340,66734854886.7,128446118144
00994994,나노,187790,81160644009.3,86329058759
00995993,DXVX,180400,35791537070.7,72358732227
01011368,에이치브이엠,295310,40695201524.7,119613500109
01011395,레몬,294140,19178180234.3,20073174804
01011438,에이치엘사이언스,239610,32003276915.0,97778172911
01012987,아모센스,357580,94874026899.7,123796497707
01014718,제노코,361390,54215837979.3,87289516128
01015160,PS일렉트로닉스,332570,80555826878.7,164600371302
01016309,한켐,457370,28383717156.7,63005163049
01016479,오로스테크놀로지,322310,47446624994.7,94406434193
01020524,자이글,234920,10402672565.0,54643848779
01021639,나라셀라,405920,91731673882.3,128241345564
01021949,덱스터,206560,62437020500.0,103565610601
01022142,엠디바이스,226590,22757275359.0,35218580533
01022902,애드바이오텍,179530,10746590082.7,23074331955
01023211,와이제이링크,209640,52038061131.3,115726215848
01023318,센코,347000,36101564996.7,67017008333
01025644,강스템바이오텍,217730,6524380330.7,55986114034
01026616,지구홀딩스,221800,41615186454.3,44982871348
01027794,브이원텍,251630,71432902514.0,198247841034
01030503,우진엔텍,457550,40668534085.7,51748720293
01031229,한국비티비,219750,20523872513.0,42648207422
01032583,강동씨앤엘,198440,55936895420.7,439892185086
01033591,큐알티,405100,59378840938.7,136320462065
01035368,티에프이,425420,72566219539.0,126748821307
01035678,링크드,193250,21494618297.7,72031186315
01036367,아크솔루션스,203690,32351134225.3,61048069198
01037214,킵스파마,256940,78111279863.3,165210653627
01037542,NPX,222160,8146282102.7,22345945004
01041828,JTC,950170,7100215121.0,29736457733
01042085,엑셈,205100,56753297909.7,147383500951
01042359,지엘팜텍,204840,22936493531.7,42440327756
01042429,넥써쓰,205500,6257011081.0,33801389808
01042650,큐리언트,115180,8893398112.3,58070561569
01042711,글로벌텍스프리,204620,84457586103.3,174537046596
01043853,베노티앤알,206400,19003032985.7,104745553211
01046391,싸이토젠,217330,4951927077.3,72478061994
01047169,지란지교시큐리티,208350,33875144222.0,85103437682
01047451,셀바스헬스케어,208370,29733583102.3,70223345563
01047840,미스터블루,207760,73875090619.7,94852623352
01049167,롤링스톤,214610,8706318737.7,54466556163
01049422,썸에이지,208640,12685413695.0,25094379023
01050738,솔트룩스,304100,35695627609.7,93236129312
01051092,피씨엘,241820,15630978297.0,21576690696
01051472,젠큐릭스,229000,3431191249.7,30044054132
01053540,퓨쳐켐,220100,14611635601.3,74421441480
01058101,라파스,214260,26263333389.0,76094755053
01062177,제놀루션,225220,18327202591.3,106452770644
01062867,디알텍,214680,93159727181.0,179346285736
01063884,솔디펜스,215090,17888875793.3,48133197619
01063954,수젠텍,253840,39542881458.3,107640984472
01063990,로보로보,215100,13206239610.3,33401057469
01064069,토박스코리아,215480,48185766688.3,42674007986
01065013,우정바이오,215380,42911072003.3,94699062089
01065679,이노인스트루먼트,215790,44965938710.0,0
01066058,파마리서치바이오,217950,19542928749.7,86538260204
01067808,넵튠,217270,83604916216.3,407453681824
01068348,러셀,217500,41372527716.0,77577166568
01069736,한독크린텍,256150,64154232538.3,62926107825
01070149,올리패스,244460,2269238601.3,26279773302
01071041,CJ 바이오사이언스,311690,4372083750.3,99609756405
01071944,미래생명자원,218150,66034834374.3,63909287180
01073261,동방메디컬,240550,92465446503.0,150351285544
01073678,얼라인드,238120,14914952353.3,44275016240
01075126,사토시홀딩스,223310,20651694076.0,35281055388
01080687,아우딘퓨쳐스,227610,34142958828.0,53240994881
01082348,오스테오닉,226400,27290520017.3,89920353491
01082418,SAMG엔터,419530,93294333118.0,97350436100
01084294,오토앤,353590,55143079165.7,56650180100
01084364,다산디엠씨,208860,6549920684.0,59117377880
01085026,유진테크놀로지,240600,39482057777.7,64718271624
01089350,켐트로스,220260,51599392901.3,125696323085
01089378,디와이디,219550,28895462544.7,30071771936
01091054,쎄노텍,222420,32463850004.3,87337781247
01095704,케이엠제약,225430,15958625205.7,48973234559
01098792,본느,226340,67447873597.3,82610317955
01099667,에스디생명공학,217480,45995914597.7,60687568267
01099861,에이텍모빌리티,224110,79028984172.0,147689380996
01105621,엔투텍,227950,11604915086.0,93602514029
01107665,크리스탈신소재,900250,423811929.7,2605695718
01108248,지노믹트리,228760,11881997432.0,130675426981
01109070,비피도,238200,15187650799.0,61212430973
01109715,DSC인베스트먼트,241520,35322267987.7,157814363533
01109937,티앤알바이오팹,246710,3357640983.3,98453015543
01109955,링크제니시스,219420,14855119738.3,49039236064
01110076,비유테크놀러지,230980,11880664275.3,40274974034
01110182,SCL사이언스,246960,2142998810.0,24057424718
01110474,풍전약품,298060,638826948.7,23169708260
01110678,유틸렉스,263050,3291308861.0,66511116467
01112700,에스엘에스바이오,246250,9382198149.0,16358558536
01112889,피엔에이치테크,239890,36272507641.3,71332578086
01113499,아이티센피엔에스,232830,53386020151.7,146246219892
01114586,셀레믹스,331920,7341837800.0,29413958613
01116265,카티스,140430,30810876386.7,56197338447
01116502,아티스트컴퍼니,321820,24216106561.7,52591911168
01117246,EMB,278990,25437312281.7,56173290284
01117413,바이오다인,314930,7190161684.7,44347229318
01118281,피플바이오,304840,4209733829.3,27074569272
01124653,슈프리마,236200,97419712378.3,260128506748
01124680,보라티알,250000,79260371775.7,169173321420
01128622,이스트에이드,239340,17719362507.7,36848581638
01130849,파라택시스이더리움,290560,10669232395.7,25307015334
01134216,트루엔,417790,46535998814.7,105533539398
01135057,녹십자웰빙,234690,84779745778.3,161526536890
01135640,이삭엔지니어링,351330,76214609895.7,68176967986
01136001,나노실리칸첨단소재,286750,6292384419.7,28082033901
01136348,나무기술,242040,96065429752.3,97079212236
01137295,프리시젼바이오,335810,19994438019.0,52039023615
01137860,위너스일렉,479960,26959860257.7,33593904892
01138595,뱅크웨어글로벌,199480,65336672425.7,51929551835
01139266,로스웰,900260,1702508951.7,5096710221
01139965,스튜디오미르,408900,22171297665.0,43687597857
01140837,이지트로닉스,377330,31103746902.7,66576852341
01141599,차백신연구소,261780,281422346.7,47248002105
01142075,핑거,163730,81611956593.7,63466464318
01142260,에스엠씨지,460870,41192594210.0,64575954728
01144028,씨티케이,260930,80625459958.0,191179251474
01144569,피엔티엠에스,257370,19154845499.0,56670110391
01146220,팸텍,271830,80785769127.0,87797491686
01146822,아이퀘스트,262840,35694948949.3,62604753930
01147487,뷰티스킨,406820,73570557419.3,82994422434
01150515,대명에너지,389260,72465416725.0,369924041346
01152586,유일로보틱스,388720,34356094160.0,117411457218
01153105,비비씨,318410,53176813695.7,90308123866
01153293,제이엘케이,322510,2443941655.0,74593068999
01157235,아스타,246720,3277781744.0,8559800000
01157846,바이오포트,188040,67528896508.0,48005599156
01158553,켄코아에어로스페이스,274090,84383890070.7,253063585746
01158632,진코스텍,250030,22319608163.3,33260833735
01160512,헝셩그룹,900270,594982121.0,2142349842
01160974,바이오에프디엔씨,251120,15837948177.3,67315667322
01161432,레이저옵텍,199550,32479616566.0,45349724810
01165155,모비스,250060,5084010532.3,50143203362
01165739,잉글우드랩,950140,136423840.7,135871032
01166109,예선테크,250930,46965664086.3,53321526341
01169267,세화피앤씨,252500,41001333732.7,45522000575
01169434,오가닉티코스메틱,900300,1004434844.0,1662146023
01170865,네오셈,253590,93613841081.0,141904875097
01170962,GRT,900290,3642132225.7,8881713477
01174038,자비스,254120,29547795278.3,39292063204
01179608,포인트엔지니어링,256630,32184649092.3,97877982494
01179617,한국비엔씨,256840,70843621899.7,267074348028
01179866,에스지헬스케어,398120,23127459888.3,32728665643
01181515,엘앤씨바이오,290650,63530886589.0,475601177449
01181807,형지글로벌,308100,49992038557.3,89137808523
01182240,배럴,267790,53546971704.7,75267118508
01182408,소프트캠프,258790,18129998416.0,39320246754
01182550,EDGC,245620,71214144879.0,86084352797
01185566,휴엠앤씨,263920,43761376753.0,62023836828
01186404,디앤씨미디어,263720,68367131018.3,115265240226
01187494,덴티스,261200,98568379396.3,214246983989
01188378,시스웍,269620,17966239549.3,22499351116
01189438,HLB바이오스텝,278650,65753290233.0,168328821153
01190124,미디어젠,279600,14041720196.3,38056376659
01196313,유에스티,263770,91271121336.3,90986326582
01199189,이랜시스,264850,74200614675.0,65369112640
01199727,샘씨엔에스,252990,44789582925.0,222167595027
01201590,에브리봇,270660,38151589230.7,117726647505
01201970,셀레스트라,352770,14330884007.3,53557666917
01207716,앱코,129890,91656893456.0,97806957509
01207761,프로브잇,227100,84151036348.7,48933783141
01207901,사이냅소프트,466410,12318992870.0,69658753960
01208751,아이에스티이,212710,35226895433.7,53057609986
01208821,팡스카이,266350,13987677023.3,2986994135
01210190,모비릭스,348030,72573729143.3,63319751411
01213586,아이디피,332370,42001132043.0,68271886730
01215618,와이엠텍,273640,38362146133.7,58732101247
01217014,트윔,290090,27778474983.0,72317532361
01217795,엠에프씨,432980,16690167450.3,36397897322
01217829,엔에프씨,265740,38190788802.7,73630630326
01217865,프롬바이오,377220,77745416092.7,81176145780
01218299,에코아이,448280,50237272746.7,149838926990
01219155,네오크레마,311390,30627754946.7,178338004403
01221752,지에프씨생명과학,388610,10746240011.0,20055239779
01222113,인스웨이브,450520,35548844327.3,55416060803
01222867,제테마,216080,57743359315.0,222716913359
01223219,에이에프더블류,312610,9001171249.0,71248598554
01226234,와이바이오로직스,338840,4464144798.3,21727189412
01226270,스톰테크,352090,57702373299.0,124713302333
01228515,앱튼,270520,18785378232.7,206414660772
01230255,한울앤제주,276730,21325276266.7,33090377300
01231786,엑스페릭스,317770,13911209288.7,96991821774
01232192,티디에스팜,464280,27718801727.3,49160572708
01235296,셀리드,299660,1548363952.7,76086463597
01236286,컬러레이,900310,232030315.7,1631465736
01236532,와이즈버즈,273060,20140031754.7,181909424688
01237434,플리토,300080,17233765066.3,16537997958
01242241,샌즈랩,411080,9772795011.7,50354427420
01243161,인산가,277410,34440788835.0,101751409522
01245062,코오롱티슈진,950160,4625928.3,151216411
01246034,다이나믹솔루션,290660,24642411678.3,72358178170
01250374,에스에스알,275630,12091705892.3,30883052612
01251489,라온피플,300120,85986474153.0,157599270309
01251577,휴네시온,290270,34485457651.7,53025559365
01251595,압타바이오,293780,1244400621.7,77433613582
01253636,에르코스,435570,32064672994.3,86835275957
01256864,에이비엘바이오,298380,55416961400.0,231975702513
01257872,에스프리즘,288620,37655934120.7,121994396863
01258020,에스바이오메딕스,304360,12985019170.3,44600754766
01258428,프레스티지바이오로직스,334970,1304957272.7,289414061372
01258710,이노메트리,302430,70830143678.7,77631713189
01259232,노바텍,285490,89575915404.7,183390239460
01259418,대보마그네틱,290670,58984493464.7,82075738955
01261644,레인보우로보틱스,277810,16073442298.3,139881005679
01263527,카이노스메드,284620,329234194.0,10741788152
01264234,엘에이티,311060,22342451455.7,32357487238
01264438,자이언트스텝,289220,44339244000.7,91693857460
01264872,이노뎁,303530,82408478760.7,63382545511
01265251,압타머사이언스,291650,561416970.3,31980971854
01267222,에피소드컴퍼니,317530,8083039378.3,18341922592
01267958,프로티아,303360,8795465022.7,27858469856
01267967,마이크로디지탈,305090,10418942017.0,54208801197
01270749,웨이비스,289930,17007585281.3,67023863233
01274310,이오플로우,294090,6109339561.0,57592868626
01275489,셀비온,308430,1841314629.7,34407912250
01275665,리메드,302550,21817879972.3,59062954350
01276026,지놈앤컴퍼니,314130,18708428901.7,147334797386
01283974,삐아,451250,42198108414.7,50855849227
01284751,시지트로닉스,429270,13069174493.0,33589166801
01284876,인스피언,465480,16526739124.7,58102470099
01286476,RF시스템즈,474610,32141678719.3,68891000938
01288410,셀바이오휴먼텍,318160,27762464833.0,52904836215
01290381,피엔케이피부임상연구센타,347740,16882204523.3,82039524848
01292291,파두,440110,40791722953.7,134427343084
01293485,제닉스로보틱스,381620,58834141995.0,80476235061
01293953,싸이버원,356890,31761582169.3,56330195131
01297898,마음AI,377480,8747065164.7,49652596262
01299106,우듬지팜,403490,55140935585.3,72571026505
01301623,비씨엔씨,146320,74912040792.7,161817096152
01302853,아이씨에이치,368600,43527200399.7,110139977759
01303029,알비더블유,361570,72346893360.7,164140277468
01305249,스톤브릿지벤처스,330730,20919330244.0,93042247641
01305869,세니젠,188260,20790743944.7,14685636692
01307335,공구우먼,366030,53852253478.0,83478150885
01309388,LS티라유텍,322180,49256306194.0,83544430008
01309421,제이엔비,452160,15965471267.0,65450969138
01309795,알로이스,297570,28758261992.3,59863502862
01310773,엔시스,333620,52028649632.0,98187901999
01311055,쿠콘,294570,68642163935.3,262925195158
01311286,퀀타매트릭스,317690,2300331340.7,26826503019
01311310,지아이텍,382480,38011583181.7,130115400896
01315042,시선AI,340810,15118261307.3,29164887906
01318261,더블유에스아이,299170,32805843990.0,85398580898
01318933,지니틱스,303030,38251721599.3,27628810259
01325429,지아이에스,306620,81365655124.7,142540468630
01326224,원바이오젠,307280,28934043492.3,41269318159
01326279,아이엘,307180,57247020335.0,138230374218
01326792,비투엔,307870,28070221669.0,56705860011
01327092,라닉스,317120,10080485135.7,43084569798
01327746,보로노이,310210,3255942283.3,73658644252
01328170,노드메이슨,317860,19098706026.3,24402527688
01328639,윙입푸드,900340,956706463.7,1413150520
01335143,로킷헬스케어,376900,11559894994.3,11328804685
01335453,조이웍스앤코,309930,40239542031.7,52757585531
01335790,바이젠셀,308080,92982084.7,67346375109
01335851,박셀바이오,323990,637552564.0,76944022178
01336373,메드팩토,235980,0.0,60785298595
01336461,뉴로메카,348340,16255672464.3,95229546881
01336762,스피어,347700,2342714767.7,44641348927
01341630,이노에이엑스,296640,18483026751.0,46961501655
01343665,RF머트리얼즈,327260,47617071052.7,113531552619
01344202,뷰노,338220,15806614354.7,50182429726
01344336,신테카바이오,226330,162761501.7,43714974994
01344363,다원넥스뷰,323350,13448913216.0,28019420026
01344831,딥노이드,315640,5320665043.7,31973977062
01353024,TS트릴리온,317240,44555938909.7,58938458605
01354740,브이씨,365900,45235000755.7,81412051773
01357446,퓨런티어,370090,32930878870.7,50631960494
01357765,큐라티스,348080,2976009570.0,46645883579
01359736,프로이천,321260,35861009841.3,46147129946
01359815,한울반도체,320000,15229974214.0,51423661144
01360875,탑머티리얼,360070,97098934794.0,207449925803
01364297,코퍼스코리아,322780,38387291366.3,86670908071
01364747,가온칩스,399720,67803285457.3,112708406447
01365038,자람테크놀로지,389020,16637254208.7,78440340806
01366000,태성,323280,51266442903.7,79613977957
01367586,제이아이테크,417500,56312619921.3,121945250403
01368637,유일에너테크,340930,48555317284.0,168762499779
01370863,그린리소스,402490,20028328569.7,111842711182
01372782,엑스게이트,356680,41445355052.0,67088112253
01373709,아이씨티케이,456010,5145986903.3,45792683195
01374443,인투셀,287840,1507145210.0,23711335094
01376715,디앤디파마텍,347850,10241456197.3,97499966012
01381391,에스피소프트,443670,37927148106.0,76848898494
01383229,저스템,417840,40244291353.7,79526301035
01383779,에스켐,475660,25129624226.7,41813922631
01385050,넥스트바이오메디컬,389650,5739971327.7,58844401306
01387164,샤페론,378800,744318590.3,19283684826
01390399,솔트웨어,328380,46186551849.0,36569895941
01393721,포커스에이아이,331380,59755877665.7,48617107100
01394669,누보,332290,84735832234.3,78743060575
01396676,일승,333430,56600611669.3,115543389151
01397620,루닛,328130,31041878166.0,435040757949
01397772,큐라클,365270,5169933347.0,59288367246
01397903,엔젠바이오,354200,7019763545.0,32949992449
01398151,밸로프,331520,33863870346.3,45466335416
01399071,고바이오랩,348150,37700752469.7,102095527727
01402995,케이엔에스,432470,30577202913.0,63151041091
01405390,핌스,347770,76593198618.7,80654047535
01405585,윙스풋,335870,50806735398.7,48359456449
01406265,와이랩,432430,24721609621.7,54063419425
01407158,이노테나,333050,25253888953.7,30358015651
01408999,웨이버스,336060,48555769593.0,54503009839
01409022,페니트리움바이오,187660,12805912720.7,28526620627
01409095,비트맥스,377030,13944484325.7,28542791872
01414422,아이비김영,339950,96092277414.0,97940371844
01416235,고스트스튜디오,950190,71583019.7,130570008
01416572,세림B&G,340440,55396945110.3,47656169712
01416642,다보링크,340360,68716581834.0,28088527264
01419135,이노진,344860,9395009634.3,17545442330
01419205,피앤에스로보틱스,460940,6109758784.7,41331619841
01423837,모아데이타,288980,26876866134.7,90228615127
01423916,온코크로스,382150,437989818.0,22547979053
01429840,아이티아이즈,372800,69699628842.7,59376339643
01435489,범한퓨얼셀,382900,39123861473.7,312418925631
01436479,토마토시스템,393210,25094731656.3,35194731690
01437432,디티앤씨알오,383930,35521637460.7,81085698640
01437858,진시스템,363250,1919283807.7,29902064808
01440153,넥사다이내믹스,351320,19230241976.3,53134749708
01441611,원티드랩,376980,42234086558.7,50188361098
01442115,소마젠,950200,30102915.0,37711587
01444380,에이텀,355690,35638114242.7,38999558175
01445440,위츠,459100,97175922222.3,97874754829
01448544,셀로맥스사이언스,471820,20675238496.7,49100267114
01453670,휴럼,353190,84494659705.0,89024487865
01453944,벡트,457600,66322404518.0,51834195999
01454341,플래티어,367000,37682400255.0,51504283322
01455410,파인메딕스,387570,9418844901.0,26898440044
01456011,디어유,376300,66583084382.3,220326632678
01462605,지투파워,388050,47404409345.7,64087221342
01462739,비아이매트릭스,413640,28127039002.0,48675928981
01467451,KT밀리의서재,418470,58333743236.0,88201101312
01468061,레뷰코퍼레이션,443250,40049446205.3,84625549219
01472930,오브젠,417860,19373784701.3,29481813288
01476219,코스텍시스,355150,17038129199.3,39955086415
01480708,HEM파마,376270,8026436644.0,36861731903
01487446,씨엔알리서치,359090,54421278427.7,85602229971
01491607,오에스피,368970,27426359168.3,71080326137
01492217,엑셀세라퓨틱스,373110,1359425703.7,16889657996
01492651,큐로셀,372320,0.0,72021277015
01492688,드림인사이트,362990,16875184460.7,49539171257
01493535,모비데이즈,363260,25724424307.7,116219348715
01493793,코셈,360350,13661694905.7,28222977358
01494118,노을,376930,1625728017.3,37808678101
01494154,지니너스,389030,4474210374.7,33089010698
01495180,파로스아이바이오,388870,100000000.0,19628332286
01497124,캡스톤파트너스,452300,10472724135.0,37178574164
01497142,엠아이큐브솔루션,373170,25361279672.7,30519884290
01497373,아이엠비디엑스,461030,3352878548.0,34047456254
01498576,유디엠텍,389680,6317840474.3,18114443560
01498974,큐리옥스바이오시스템즈,445680,6204175093.0,70560573877
01504211,라메디텍,462510,3850285304.3,22345889974
01505186,하이딥,365590,11506330540.0,18365000788
01506617,쓰리빌리언,394800,3110296075.7,30215589397
01506848,비스토스,419540,21840939749.0,21439642144
01506990,옵티코어,380540,24650989109.0,30397108406
01511558,네오이뮨텍,950220,41639.0,44507660
01513440,파이버프로,368770,23719848078.3,49861488962
01514005,크라우드웍스,355390,15962794457.3,32865570003
01514227,씨어스,458870,3712569801.7,28083739034
01514698,엑스플러스,373200,12052862786.3,25270744134
01515864,넥스트칩,396270,20425145002.7,55549237089
01516368,산돌,419120,16095402512.3,73929075034
01516456,인벤티지랩,389470,2054921357.0,72253325951
01516766,아이비젼웍스,469750,25464007120.7,49215251210
01516890,E8,418620,2086738099.3,26025292800
01524118,나노팀,417010,39346328792.3,88352415439
01524507,핀텔,291810,10720452604.3,22982233873
01526806,삼기에너지솔루션즈,419050,98863204843.3,288138134495
01538528,에이에스텍,453860,40691516421.3,89493980399
01540453,에이직랜드,445090,79280523956.7,167092297480
01540815,스튜디오삼익,415380,96637643255.0,47521090708
01544468,이엔셀,456070,8367521877.0,55745013944
01546101,아이엠티,451220,10263988983.0,54687094590
01547933,미쥬,351020,24428075751.3,20969365147
01549472,대진첨단소재,393970,69078098953.7,142980234628
01553129,제이투케이바이오,420570,25877787381.3,35966420026
01555215,스마트레이더시스템,424960,4279171299.7,32146793171
01563922,엠오티,413390,73965276882.3,109768031393
01569102,라이콤,388790,22311329969.7,28093515775
01571107,오픈엣지테크놀로지,394280,14978241232.0,86678233603
01573284,코닉오토메이션,391710,37650379109.0,39226719456
01573336,토모큐브,475960,3852313090.0,43610542253
01573381,레이저쎌,412350,5358579316.0,45490838442
01575361,세븐브로이맥주,267080,17857190140.0,34315604315
01575839,플라즈맵,405000,12120832035.3,25513147512
01577952,지투지바이오,456160,583088509.7,25345035928
01579570,시큐레터,418250,2042977394.0,10915715941
01583652,모니터랩,434480,14410119022.7,44663735492
01584183,퀄리타스반도체,432720,9212833260.7,64020676691
01584934,핑거스토리,417180,18061437533.3,36508124369
01585155,오픈놀,440320,30725800831.7,84027900449
01586455,꿈비,407400,31867402977.7,71742030823
01587056,엔젯,419080,13332766376.7,46022538583
01588189,씨메스로보틱스,475400,6402474425.3,80987639176
01590528,아스테라시스,450950,20649631515.3,24728774988
01590980,심플랫폼,444530,5159340855.7,7295459880
01592049,엔젤로보틱스,455900,3847150895.7,43876809146
01593668,센서뷰,321370,9893028517.3,42714557584
01596656,메쎄이상,408920,52075136397.3,84373356853
01596920,알지노믹스,476830,47869230.0,28146871462
01601222,씨피시스템,413630,21258058374.3,47569039483
01602638,한싹,430690,22172110946.0,43468551229
01605282,닷밀,464580,17676182840.3,45920636631
01605529,버넥트,438700,5385885247.3,43766338243
01622331,벨로크,424760,28157003576.3,39084603188
01636565,루미르,474170,10923399730.3,72010250362
01641600,에이럭스,475580,49017277826.3,62805404304
01658831,오름테라퓨틱,475830,52133049094.7,153836050957
01663116,에어레인,163280,17927596675.0,82434947088
01663569,하스,450330,15704680957.7,54880995895
01676642,사피엔반도체,452430,6131635748.3,31243152039
01678312,아이빔테크놀로지,460470,3132422039.3,34886682434
01685251,컨텍,451760,32519094720.0,278757169386
01686427,에스오에스랩,464080,3791815588.3,39065974449
01689035,민테크,452200,16773844043.7,68723851287
01689266,케이쓰리아이,431190,12567187668.7,40485337776
01693922,지슨,446840,0.0,12311598310
01700587,이노스페이스,462350,196111678.7,55913913275
01703849,노머스,473980,43076198310.7,98797027442
01704680,M83,476080,41082639710.3,75374333554
01706794,아이언디바이스,464500,6680181425.0,36753233054
01712616,엔에이치스팩29호,451700,0.0,30932483532
01718407,블랙야크아이앤씨,478560,33670262880.0,31857934922
01728167,아이지넷,462980,12115387878.0,19087051738
01747977,엘케이켐,489500,18015958555.3,41236153237
01764099,링크솔루션,474650,7459019795.0,35649926247
01767494,에이치엠씨제6호스팩,462020,0.0,9524966482
01781847,교보15호스팩,465320,0.0,9050618564
01784914,클로봇,466100,26183164515.7,69510934821
01785056,엔에이치스팩30호,466910,0.0,20384937221
01785551,KB제27호스팩,464680,0.0,30598858553
01785700,IBKS제23호스팩,467930,0.0,10041038299
01787072,유진스팩10호,468760,0.0,10076227605
01791321,하나30호스팩,469880,0.0,17568108084
01791561,하나31호스팩,469900,0.0,12529392684
01796858,신영스팩10호,472220,0.0,11075529055
01798980,유안타제15호스팩,473050,0.0,15438461196
01803927,에이유브랜즈,481070,35138994361.0,44789493675
01804476,유안타제16호스팩,474490,0.0,12601485062
01807729,하나33호스팩,475250,0.0,8403658411
01807738,하나32호스팩,475240,0.0,7187722271
01813377,에이치엠씨제7호스팩,477340,0.0,15848534964
01814589,디비금융스팩12호,477760,0.0,11972837828
01815764,이베스트스팩6호,478110,0.0,9931427935
01816268,KB제29호스팩,478390,0.0,14595355295
01819867,미래에셋비전스팩6호,478440,0.0,16014544998
01834194,엔에이치스팩31호,481890,0.0,14999939769
01841635,미래에셋비전스팩7호,482680,0.0,19876971456
01845534,대신밸런스제19호스팩,482690,0.0,13344297190
01845701,교보16호스팩,482520,0.0,14904061918
01847550,하나34호스팩,484130,0.0,9841878611
01851650,KB제30호스팩,486630,0.0,11896157412
01854392,유진스팩11호,488060,0.0,10862190797
01854408,신한제15호스팩,487830,0.0,9854814218
01857991,디비금융제13호스팩,489730,0.0,14197382440
01866528,교보17호스팩,489210,0.0,11857603728
01866926,KB제31호스팩,492220,0.0,14389802915
01873272,키움제11호스팩,489480,0.0,12332703415
01877126,키움제10호스팩,487720,0.0,9845785619
