corp_code,corp_name,stock_code,avg_revenue_last_3y,total_assets
00769158,케이엔제이,272110,47779996672.0,156768549237
00770312,마니커에프앤지,195500,99427733541.3,122624889990
00778235,TS인베스트먼트,246690,23671417297.3,95646416362
00781202,애머릿지,900100,31490580.7,33189480
00783246,글로벌에스엠,900070,88859921.3,115013983
00788737,이퓨쳐,134060,10877759552.7,27442646834
00793155,핸디소프트,220180,29203547049.7,83808041846
00799070,이스트아시아홀딩스,900110,337923401.3,1708467745
00799539,제노레이,122310,95827802579.7,123444458454
00800084,씨엑스아이,900120,433058399.3,2540883606
00807397,코이즈,121850,15609801021.0,28735455381
00807555,메가엠디,133750,45666952022.3,87387157493
00808068,앤로보틱스,138360,15579471680.0,70707438817
00808086,HLB펩,196300,6834060057.3,16518196875
00809429,뉴온,123840,9127516365.3,127715627774
00813389,베셀,177350,31990581349.3,51320863538
00816933,진영,285800,37745171906.0,67920501927
00819073,인크로스,216050,49647559313.0,283724089626
00820352,파인텍,131760,65729022593.7,79997049618
00821607,알톤,123750,40526067105.3,30666544430
00831428,옵투스제약,131030,70996273026.0,166503392957
00838962,알서포트,131370,48846333096.3,120486014072
00842585,네이블,153460,16314245279.7,35996305563
00843900,육일씨엔에쓰,191410,33237903783.0,63862695171
00858124,알에스오토메이션,140670,86690821980.0,62988614723
00861997,휴먼테크놀로지,175140,38907611971.3,62046343451
00862312,포스뱅크,105760,82618377989.7,88345764957
00862853,플레이디,237820,39940636318.7,134692731941
00862880,새빗켐,107600,41484245163.7,94043745211
00863038,캐리,313760,5518395990.7,42232494716
00864338,웹스,196700,34777541523.0,70900246047
00866451,워트,396470,16954973259.3,65200719845
00867034,듀켐바이오,176750,34239595949.3,65168342519
00867098,티로보틱스,117730,61383784737.0,106972896821
00867478,아시아종묘,154030,25012199751.0,41075803079
00867973,서남,294630,4720391855.7,12052682439
00869272,서전기전,189860,52436590810.0,63436822351
00870065,쓰리에이로직스,177900,17003422808.0,72608970415
00870481,에코캡,128540,91477091717.3,191155913448
00874803,AP위성,211270,53890011655.3,135157457133
00875237,씨앤투스,352700,97536099572.0,170100062814
00875307,야스,255440,41733930860.0,175172179748
00876166,KBG,318000,23616942707.0,51639314685
00877174,엠브레인,169330,53307478687.0,49329307367
00885906,에이치와이티씨,148930,35721079023.7,71828076850
00896753,에코글로우,159910,13750906755.0,23862078574
00899556,제룡산업,147830,43177240100.0,84420867944
00909835,차이커뮤니케이션,351870,57261939667.7,156108599723
00911229,라온로보틱스,232680,47738698828.0,61404943125
00915508,알엔투테크놀로지,148250,17577102291.0,45814422781
00916826,드림씨아이에스,223250,48456965749.3,118538334937
00918222,엘앤케이바이오,156100,28588160895.0,83061020207
00919966,신라젠,215600,4293191989.0,149015779476
00921916,석경에이티,357550,12786287380.7,49219176168
00922304,아셈스,136410,52654116039.3,106778573762
00923516,메가터치,446540,50726884607.3,65091153466
00923792,내츄럴엔도텍,168330,18334777178.7,33337564389
