corp_code,corp_name,stock_code,year,avg_revenue_last_3y,total_assets,revenue,operating_income,net_income,total_assets_statement,total_liabilities,total_equity,created_at
00367604,SM Life Design,063440,2023,44277015404.7,69502056550,47318501515.0,2685360549.0,4738244746.0,63485548325.0,6477943192.0,57007605133.0,2026-05-26
00367604,SM Life Design,063440,2024,44277015404.7,69502056550,44780387467.0,3526292536.0,4870454585.0,69502056550.0,7706707879.0,61795348671.0,2026-05-26
00367695,에이전트AI,060900,2022,21177576966.7,61942699086,33536559912.0,-2837392510.0,-17773847108.0,70570617652.0,37725726356.0,32844891296.0,2026-05-26
00367695,에이전트AI,060900,2023,21177576966.7,61942699086,18200387994.0,-4755192917.0,-7433854885.0,71716028238.0,17144937422.0,54571090816.0,2026-05-26
00367695,에이전트AI,060900,2024,21177576966.7,61942699086,11795782994.0,-5006106950.0,-13520827817.0,61942699086.0,21149509054.0,40793190032.0,2026-05-26
00367871,인바이오,352940,2022,34639374129.0,67771221943,34239810603.0,-4777387945.0,-3444682193.0,87359609884.0,40871129634.0,46488480250.0,2026-05-26
00367871,인바이오,352940,2023,34639374129.0,67771221943,34024284250.0,-3353973081.0,-6300317766.0,66318569837.0,25592459886.0,40726109951.0,2026-05-26
00367871,인바이오,352940,2024,34639374129.0,67771221943,35654027534.0,1405316756.0,645613755.0,67771221943.0,26399498237.0,41371723706.0,2026-05-26
00369213,폴라리스AI,039980,2022,64452932561.0,115959879822,80853888097.0,-2360088791.0,-2833125729.0,98339776475.0,28578027792.0,69761748683.0,2026-05-26
00369213,폴라리스AI,039980,2023,64452932561.0,115959879822,59435979925.0,1458860744.0,611301755.0,95541836084.0,22139686817.0,73402149267.0,2026-05-26
00369213,폴라리스AI,039980,2024,64452932561.0,115959879822,53068929661.0,-1311143643.0,1115089782.0,115959879822.0,20301407746.0,95658472076.0,2026-05-26
00369569,비케이홀딩스,050090,2022,10843629219.7,18906451386,8486017926.0,187092619.0,-3057060907.0,28957122449.0,6712074425.0,22245048024.0,2026-05-26
00369569,비케이홀딩스,050090,2023,10843629219.7,18906451386,11335961846.0,-685448423.0,-4419397299.0,21821788397.0,4617273515.0,17204514882.0,2026-05-26
00369569,비케이홀딩스,050090,2024,10843629219.7,18906451386,12708907887.0,-2034238119.0,-2012876963.0,18906451386.0,3850787080.0,15055664306.0,2026-05-26
00370006,iMBC,052220,2022,46402207427.7,73752314930,47460159206.0,2558248419.0,1785803939.0,70094091455.0,12321239163.0,57772852292.0,2026-05-26
00370006,iMBC,052220,2023,46402207427.7,73752314930,46303655129.0,1156866116.0,2136461793.0,74008499100.0,13611010517.0,60397488583.0,2026-05-26
00370006,iMBC,052220,2024,46402207427.7,73752314930,45442807948.0,634528436.0,2012796967.0,73752314930.0,10686520563.0,63065794367.0,2026-05-26
00370200,아이로보틱스,066430,2022,36445126815.3,51246912389,37411357602.0,219378636.0,575800311.0,56346841270.0,18698484483.0,37648356787.0,2026-05-26
00370200,아이로보틱스,066430,2023,36445126815.3,51246912389,35778569046.0,129522440.0,2803850494.0,55524089028.0,12543916887.0,42980172141.0,2026-05-26
00370200,아이로보틱스,066430,2024,36445126815.3,51246912389,36145453798.0,934623490.0,-487373509.0,51246912389.0,8665200550.0,42581711839.0,2026-05-26
00370255,테크엘,064520,2022,22121241669.3,104152435078,19133735872.0,-4553351128.0,-6027822555.0,89437565103.0,37047969291.0,52389595812.0,2026-05-26
00370255,테크엘,064520,2023,22121241669.3,104152435078,21928276515.0,-4543780279.0,5504254842.0,110045505082.0,29204304512.0,80841200570.0,2026-05-26
00370255,테크엘,064520,2024,22121241669.3,104152435078,25301712621.0,-375456095.0,-472095276.0,104152435078.0,4763259906.0,99389175172.0,2026-05-26
00370918,케이디켐,221980,2022,61228830552.7,131933824881,62124551836.0,5697277366.0,8161640063.0,122225680178.0,25868681592.0,96356998586.0,2026-05-26
00370918,케이디켐,221980,2023,61228830552.7,131933824881,59145786358.0,6252594408.0,5315844858.0,123449471887.0,23890935640.0,99558536247.0,2026-05-26
00370918,케이디켐,221980,2024,61228830552.7,131933824881,62416153464.0,7468869804.0,5386914490.0,131933824881.0,31037412823.0,100896412058.0,2026-05-26
00371740,디티씨,066670,2022,38530946284.0,168146901131,69066166779.0,3081984547.0,6833405894.0,173815881144.0,15493707550.0,158322173594.0,2026-05-26
00371740,디티씨,066670,2023,38530946284.0,168146901131,34642468435.0,1995972667.0,3652036386.0,165970311440.0,5201266974.0,160769044466.0,2026-05-26
00371740,디티씨,066670,2024,38530946284.0,168146901131,11884203638.0,2438222634.0,2168541382.0,168146901131.0,5995316909.0,162151584222.0,2026-05-26
00372688,티사이언티픽,057680,2022,26160140161.0,163268244478,8694332588.0,-2488445475.0,-11808381494.0,262538340586.0,81921688240.0,180616652346.0,2026-05-26
00372688,티사이언티픽,057680,2023,26160140161.0,163268244478,26769235396.0,-5616484986.0,-48736959127.0,173980582119.0,43429634925.0,130550947194.0,2026-05-26
00372688,티사이언티픽,057680,2024,26160140161.0,163268244478,43016852499.0,-9845172719.0,2289343227.0,163268244478.0,24038847142.0,139229397336.0,2026-05-26
00373021,테라사이언스,073640,2022,21052847877.3,78502700730,22809072889.0,-918874962.0,5143545988.0,83759306836.0,28521418086.0,55237888750.0,2026-05-26
00373021,테라사이언스,073640,2023,21052847877.3,78502700730,23076476627.0,-3467292394.0,-2288519001.0,96920596299.0,20716405281.0,76204191018.0,2026-05-26
00373021,테라사이언스,073640,2024,21052847877.3,78502700730,17272994116.0,-9475216577.0,-10015245493.0,78502700730.0,10926567577.0,67576133153.0,2026-05-26
00373447,서린바이오,038070,2022,89896063696.0,101524815567,104708360149.0,9197165421.0,10594534389.0,135486037545.0,46700791922.0,88785245623.0,2026-05-26
00373447,서린바이오,038070,2023,89896063696.0,101524815567,89569472309.0,2494508388.0,-2323066287.0,114099910024.0,28860665933.0,85239244091.0,2026-05-26
00373447,서린바이오,038070,2024,89896063696.0,101524815567,75410358630.0,952670448.0,3140248205.0,101524815567.0,14652341210.0,86872474357.0,2026-05-26
00373571,스타코링크,060240,2022,17721191244.7,25135818879,29086009233.0,-17568271181.0,-29857175243.0,42382919269.0,5602889172.0,36780030097.0,2026-05-26
00373571,스타코링크,060240,2023,17721191244.7,25135818879,10387748369.0,-6086499713.0,-11621864492.0,28996949698.0,3772381510.0,25224568188.0,2026-05-26
00373571,스타코링크,060240,2024,17721191244.7,25135818879,13689816132.0,-5499730863.0,-25600322696.0,25135818879.0,18616547476.0,6519271403.0,2026-05-26
00374020,이엘피,063760,2022,24344847381.3,75632478096,23611630790.0,-3220697057.0,-1606349539.0,84724185298.0,20440364937.0,64283820361.0,2026-05-26
00374020,이엘피,063760,2023,24344847381.3,75632478096,21412070653.0,-5633682955.0,567883940.0,71925973346.0,7207767011.0,64718206335.0,2026-05-26
00374020,이엘피,063760,2024,24344847381.3,75632478096,28010840701.0,-4199751616.0,-1319775963.0,75632478096.0,13226997626.0,62405480470.0,2026-05-26
00374738,위세아이텍,065370,2022,33515225371.3,71958424244,37892065422.0,1304673381.0,3870234650.0,49026014662.0,21039189650.0,27986825012.0,2026-05-26
00374738,위세아이텍,065370,2023,33515225371.3,71958424244,27625153460.0,-2868674786.0,-3293743948.0,50468695958.0,17837768382.0,32630927576.0,2026-05-26
00374738,위세아이텍,065370,2024,33515225371.3,71958424244,35028457232.0,927730373.0,-409036745.0,71958424244.0,41085344958.0,30873079286.0,2026-05-26
00377018,기가레인,049080,2022,46903554775.3,91151470613,54726444533.0,-7101225896.0,-8318195723.0,91737954655.0,30791098568.0,60946856087.0,2026-05-26
00377018,기가레인,049080,2023,46903554775.3,91151470613,44294520242.0,-11774175563.0,-11236781231.0,84411307580.0,29187474545.0,55223833035.0,2026-05-26
00377018,기가레인,049080,2024,46903554775.3,91151470613,41689699551.0,-7351590541.0,-6009261460.0,91151470613.0,42044127753.0,49107342860.0,2026-05-26
00378220,버킷스튜디오,066410,2022,19671637738.7,190720457988,24369046148.0,-6020543726.0,-188694041283.0,316011694175.0,179848798141.0,136162896034.0,2026-05-26
00378220,버킷스튜디오,066410,2023,19671637738.7,190720457988,17184632869.0,-7418746686.0,3816357907.0,256894027916.0,129752641458.0,127141386458.0,2026-05-26
00378220,버킷스튜디오,066410,2024,19671637738.7,190720457988,17461234199.0,-8262313074.0,-1810875857.0,190720457988.0,61157187684.0,129563270304.0,2026-05-26
00378363,3S,060310,2022,37521245010.7,63790941612,27110628415.0,1452134065.0,1171369995.0,65127864527.0,26788875680.0,38338988847.0,2026-05-26
00378363,3S,060310,2023,37521245010.7,63790941612,41857755025.0,2180508808.0,1431602721.0,67635499845.0,21680745544.0,45954754301.0,2026-05-26
00378363,3S,060310,2024,37521245010.7,63790941612,43595351592.0,1164030344.0,2605084717.0,63790941612.0,15350773617.0,48440167995.0,2026-05-26
00380429,CMG제약,058820,2022,91734606032.0,303436817189,82197409668.0,2981395714.0,-388139911.0,213260375695.0,28307360844.0,184953014851.0,2026-05-26
00380429,CMG제약,058820,2023,91734606032.0,303436817189,93906675105.0,3036940781.0,6455349074.0,242098204538.0,51865516477.0,190232688061.0,2026-05-26
00380429,CMG제약,058820,2024,91734606032.0,303436817189,99099733323.0,1020328528.0,2694712068.0,303436817189.0,113894697972.0,189542119217.0,2026-05-26
00384717,비엘팜텍,065170,2022,18617871345.3,36458146420,22522930342.0,-4447168449.0,-13649416018.0,103686508723.0,62604396406.0,41082112317.0,2026-05-26
00384717,비엘팜텍,065170,2023,18617871345.3,36458146420,24525172959.0,-6793361869.0,141624798.0,44801799975.0,13002438493.0,31799361482.0,2026-05-26
00384717,비엘팜텍,065170,2024,18617871345.3,36458146420,8805510735.0,-3215815024.0,-5716866331.0,36458146420.0,12189936816.0,24268209604.0,2026-05-26
00384762,파커스,065690,2022,66809057796.3,115027215431,73121511677.0,-15191703582.0,-11900755815.0,139765925933.0,75217413297.0,64548512636.0,2026-05-26
00384762,파커스,065690,2023,66809057796.3,115027215431,63616324294.0,-9535740999.0,-15592440638.0,118074911135.0,69484452252.0,48590458883.0,2026-05-26
00384762,파커스,065690,2024,66809057796.3,115027215431,63689337418.0,-1428088437.0,-3359047066.0,115027215431.0,68573111833.0,46454103598.0,2026-05-26
00385336,홈캐스트,064240,2022,78290823424.7,120826883543,73304174993.0,380169404.0,-725942206.0,97661572058.0,2315663973.0,95345908085.0,2026-05-26
00385336,홈캐스트,064240,2023,78290823424.7,120826883543,63698211791.0,-10191709757.0,-11451646952.0,127639376928.0,28196026416.0,99443350512.0,2026-05-26
00385336,홈캐스트,064240,2024,78290823424.7,120826883543,97870083490.0,-2437573232.0,-3777146266.0,120826883543.0,24434856445.0,96392027098.0,2026-05-26
00385363,빅텍,065450,2022,66930679252.0,107182765556,74374891497.0,1652772174.0,-231659193.0,96212027014.0,35168431167.0,61043595847.0,2026-05-26
00385363,빅텍,065450,2023,66930679252.0,107182765556,54928577801.0,-4338006419.0,-4189360606.0,96814869914.0,41229721803.0,55585148111.0,2026-05-26
00385363,빅텍,065450,2024,66930679252.0,107182765556,71488568458.0,1818525608.0,3819352513.0,107182765556.0,48933221134.0,58249544422.0,2026-05-26
00385415,일신바이오,068330,2022,15896124821.3,63939996247,20433366777.0,5139860436.0,3815053907.0,58451093732.0,4631875252.0,53819218480.0,2026-05-26
00385415,일신바이오,068330,2023,15896124821.3,63939996247,16437046608.0,6214358152.0,6232490537.0,60618033893.0,3554043522.0,57063990371.0,2026-05-26
00385415,일신바이오,068330,2024,15896124821.3,63939996247,10817961079.0,2262143402.0,3811741959.0,63939996247.0,3490285518.0,60449710729.0,2026-05-26
00390408,인크레더블버즈,064090,2022,13609538236.0,99822167362,29367045498.0,-13229119702.0,-14994780346.0,8640387576.0,4933659624.0,3706727952.0,2026-05-26
00390408,인크레더블버즈,064090,2023,13609538236.0,99822167362,6900744761.0,-568633743.0,-6989588143.0,60237586878.0,23944740441.0,36292846437.0,2026-05-26
00390408,인크레더블버즈,064090,2024,13609538236.0,99822167362,4560824449.0,-3535124234.0,19027885730.0,99822167362.0,2992954318.0,96829213044.0,2026-05-26
00390514,이루온,065440,2022,60371350112.0,75451682416,56561772027.0,941363556.0,1704289258.0,64560515920.0,22728605770.0,41831910150.0,2026-05-26
00390514,이루온,065440,2023,60371350112.0,75451682416,56033528386.0,3034532431.0,3732909406.0,64397144686.0,19309299181.0,45087845505.0,2026-05-26
00390514,이루온,065440,2024,60371350112.0,75451682416,68518749923.0,3096647847.0,5633005499.0,75451682416.0,24393764908.0,51057917508.0,2026-05-26
00391197,하이퍼코퍼레이션,065650,2022,48879457159.3,60404547782,45289903870.0,-4058292294.0,-12024819721.0,55752674195.0,24661658443.0,31091015752.0,2026-05-26
00391197,하이퍼코퍼레이션,065650,2023,48879457159.3,60404547782,42884996261.0,-1893818832.0,-1960393378.0,55785622953.0,18892784944.0,36892838009.0,2026-05-26
00391197,하이퍼코퍼레이션,065650,2024,48879457159.3,60404547782,58463471347.0,-6051593319.0,-81184854824.0,60404547782.0,42914181285.0,17490366497.0,2026-05-26
00392691,포니링크,064800,2022,76099484403.0,246626823933,95536623105.0,-1197881889.0,-19347595873.0,205770572247.0,36327784551.0,169442787696.0,2026-05-26
00392691,포니링크,064800,2023,76099484403.0,246626823933,71463724854.0,-9331191935.0,-10535436181.0,197658872218.0,49425476669.0,148233395549.0,2026-05-26
00392691,포니링크,064800,2024,76099484403.0,246626823933,61298105250.0,-26158834950.0,-38391385535.0,246626823933.0,48377089151.0,198249734782.0,2026-05-26
00396925,엠로,058970,2022,67084231855.7,102419750769,58623051381.0,6485396117.0,6584156830.0,73671429749.0,22706824214.0,50964605535.0,2026-05-26
00396925,엠로,058970,2023,67084231855.7,102419750769,63173674058.0,4662825133.0,-26454245481.0,91604581424.0,62748412113.0,28856169311.0,2026-05-26
00396925,엠로,058970,2024,67084231855.7,102419750769,79455970128.0,8606497659.0,18598488192.0,102419750769.0,13426742981.0,88993007788.0,2026-05-26
00397058,엠게임,058630,2022,79570876779.7,148894184748,73654249904.0,30149731370.0,22576363682.0,116428109613.0,23303340301.0,93124769312.0,2026-05-26
00397058,엠게임,058630,2023,79570876779.7,148894184748,81633381472.0,21314431594.0,21768758250.0,148212569849.0,34307434148.0,113905135701.0,2026-05-26
00397058,엠게임,058630,2024,79570876779.7,148894184748,83424998963.0,12838678865.0,15659142806.0,148894184748.0,24624223713.0,124269961035.0,2026-05-26
00397191,팬엔터테인먼트,068050,2022,61273334427.0,121133372014,25320813537.0,926964239.0,-622261774.0,116405629234.0,44047033500.0,72358595734.0,2026-05-26
00397191,팬엔터테인먼트,068050,2023,61273334427.0,121133372014,123810641441.0,4374570966.0,7575647925.0,111011561798.0,30238963684.0,80772598114.0,2026-05-26
00397191,팬엔터테인먼트,068050,2024,61273334427.0,121133372014,34688548303.0,128869846.0,-3104498821.0,121133372014.0,50986182977.0,70147189037.0,2026-05-26
00400060,이씨에스,067010,2022,90875403299.0,86219173083,80205503054.0,4996511571.0,5248281421.0,74535633926.0,22372414905.0,52163219021.0,2026-05-26
00400060,이씨에스,067010,2023,90875403299.0,86219173083,100614785931.0,4233937407.0,4641905713.0,84595422699.0,28804559975.0,55790862724.0,2026-05-26
00400060,이씨에스,067010,2024,90875403299.0,86219173083,91805920912.0,1475201355.0,2627086466.0,86219173083.0,31365082118.0,54854090965.0,2026-05-26
00400121,유아이디,069330,2022,56337291880.7,43229983991,62484795893.0,3867134237.0,3769614778.0,37089622729.0,14245050066.0,22844572663.0,2026-05-26
00400121,유아이디,069330,2023,56337291880.7,43229983991,52968921282.0,-325392074.0,-3308651536.0,43479678131.0,24651900991.0,18827777140.0,2026-05-26
00400121,유아이디,069330,2024,56337291880.7,43229983991,53558158467.0,244020616.0,660280988.0,43229983991.0,23741925863.0,19488058128.0,2026-05-26
00402110,시큐브,131090,2022,13408040989.7,48531987014,13702794762.0,5304365069.0,4825964033.0,46751099188.0,4988273346.0,41762825842.0,2026-05-26
00402110,시큐브,131090,2023,13408040989.7,48531987014,14445671814.0,4453118488.0,5786793032.0,48914948975.0,4069633650.0,44845315325.0,2026-05-26
00402110,시큐브,131090,2024,13408040989.7,48531987014,12075656393.0,3420835998.0,3027423444.0,48531987014.0,2634226873.0,45897760141.0,2026-05-26
00403766,한국첨단소재,062970,2022,14072743997.0,31405699755,21300638514.0,827152649.0,504778223.0,22906097446.0,18128066773.0,4778030673.0,2026-05-26
00403766,한국첨단소재,062970,2023,14072743997.0,31405699755,14413036040.0,-3022997841.0,-4027424144.0,24394158428.0,17090340389.0,7303818039.0,2026-05-26
00403766,한국첨단소재,062970,2024,14072743997.0,31405699755,6504557437.0,-4796341251.0,-14301215550.0,31405699755.0,25963260245.0,5442439510.0,2026-05-26
00403793,바이브컴퍼니,301300,2022,30255456167.0,88681121141,34447925677.0,-13863107043.0,-22902123919.0,94700045290.0,81899807792.0,12800237498.0,2026-05-26
00403793,바이브컴퍼니,301300,2023,30255456167.0,88681121141,29977118711.0,-9225955061.0,32029746357.0,120251889260.0,52096894925.0,68154994335.0,2026-05-26
00403793,바이브컴퍼니,301300,2024,30255456167.0,88681121141,26341324113.0,-5992179894.0,-9329826026.0,88681121141.0,28708602038.0,59972519103.0,2026-05-26
00404288,아진엑스텍,059120,2022,28581308882.7,45119440348,35691515631.0,2059438358.0,1629981298.0,50408075096.0,6769693801.0,43638381295.0,2026-05-26
00404288,아진엑스텍,059120,2023,28581308882.7,45119440348,24884104476.0,-912692556.0,494231750.0,47733264369.0,4899866706.0,42833397663.0,2026-05-26
00404288,아진엑스텍,059120,2024,28581308882.7,45119440348,25168306541.0,-4189061187.0,-2841785301.0,45119440348.0,4858629301.0,40260811047.0,2026-05-26
00405506,삼영에스앤씨,361670,2022,12559593711.3,23215623072,13637666082.0,-1274639116.0,-1026372565.0,28356696675.0,3173408378.0,25183288297.0,2026-05-26
00405506,삼영에스앤씨,361670,2023,12559593711.3,23215623072,11647345784.0,-3538918071.0,-2758500280.0,26255301611.0,3049588664.0,23205712947.0,2026-05-26
00405506,삼영에스앤씨,361670,2024,12559593711.3,23215623072,12393769268.0,-3121113350.0,-3361612360.0,23215623072.0,3182654446.0,20032968626.0,2026-05-26
00405959,스타플렉스,115570,2022,84974667052.0,96403198806,104072501016.0,3963756222.0,6537004317.0,116046960610.0,38178853072.0,77868107538.0,2026-05-26
00405959,스타플렉스,115570,2023,84974667052.0,96403198806,70700646378.0,-3406826203.0,-14742876603.0,92875910560.0,29732349883.0,63143560677.0,2026-05-26
00405959,스타플렉스,115570,2024,84974667052.0,96403198806,80150853762.0,-157769219.0,4654868188.0,96403198806.0,29896847363.0,66506351443.0,2026-05-26
00406037,CSA 코스믹,083660,2022,47388848148.7,33217347188,61199059267.0,-9265722999.0,-12252148637.0,34624036306.0,31710202105.0,2913834201.0,2026-05-26
00406037,CSA 코스믹,083660,2023,47388848148.7,33217347188,44586544406.0,-5907776504.0,-6602745124.0,42295080942.0,20989869458.0,21305211484.0,2026-05-26
00406037,CSA 코스믹,083660,2024,47388848148.7,33217347188,36380940773.0,-3773889414.0,-5973243238.0,33217347188.0,17387066212.0,15830280976.0,2026-05-26
00406727,세진티에스,067770,2022,13331926213.3,48656430876,16525057618.0,-1897791595.0,-640529274.0,46933910245.0,1939358100.0,44994552145.0,2026-05-26
00406727,세진티에스,067770,2023,13331926213.3,48656430876,10294388815.0,-2577140264.0,-1443038156.0,44875958443.0,1353883846.0,43522074597.0,2026-05-26
00406727,세진티에스,067770,2024,13331926213.3,48656430876,13176332207.0,736039898.0,3126350188.0,48656430876.0,1467009762.0,47189421114.0,2026-05-26
00407036,선바이오,067370,2022,9465018907.0,61017212304,7420394142.0,190910321.0,869325809.0,42898794787.0,19059503595.0,23839291192.0,2026-05-26
00407036,선바이오,067370,2023,9465018907.0,61017212304,12291883598.0,5192339957.0,4606741847.0,47663471587.0,19558016698.0,28105454889.0,2026-05-26
00407036,선바이오,067370,2024,9465018907.0,61017212304,8682778981.0,-533240318.0,-104381117.0,61017212304.0,33939038507.0,27078173797.0,2026-05-26
00407285,아이컴포넌트,059100,2022,33251420752.7,58107241562,35305746404.0,2934887624.0,3249581738.0,56215657591.0,21264176206.0,34951481385.0,2026-05-26
00407285,아이컴포넌트,059100,2023,33251420752.7,58107241562,27349339969.0,-2149500566.0,-2687949203.0,57952692834.0,21850664432.0,36102028402.0,2026-05-26
00407285,아이컴포넌트,059100,2024,33251420752.7,58107241562,37099175885.0,2596972420.0,3293747618.0,58107241562.0,18821748687.0,39285492875.0,2026-05-26
00407294,유라클,088340,2022,47301443139.7,40940905783,48581106627.0,2324529917.0,2098099703.0,25887697466.0,13673278568.0,12214418898.0,2026-05-26
00407294,유라클,088340,2023,47301443139.7,40940905783,45745956970.0,3099928289.0,4502657145.0,26058408998.0,9719572070.0,16338836928.0,2026-05-26
00407294,유라클,088340,2024,47301443139.7,40940905783,47577265822.0,1966275079.0,2197652437.0,40940905783.0,12587474155.0,28353431628.0,2026-05-26
00407771,듀오백,073190,2022,26116885766.3,22843694713,31570718625.0,-4222827583.0,-3665701750.0,27135963968.0,6564801806.0,20571162162.0,2026-05-26
00407771,듀오백,073190,2023,26116885766.3,22843694713,23677369836.0,-3881207436.0,-3773418125.0,24667585282.0,8326691557.0,16340893725.0,2026-05-26
00407771,듀오백,073190,2024,26116885766.3,22843694713,23102568838.0,-3373583692.0,-3560950896.0,22843694713.0,9807022943.0,13036671770.0,2026-05-26
00407814,CG인바이츠,083790,2022,5484421148.7,260465309673,4321329651.0,-23046289720.0,-25568275560.0,322613063638.0,129190035455.0,193423028183.0,2026-05-26
00407814,CG인바이츠,083790,2023,5484421148.7,260465309673,4878663471.0,-30912972988.0,-50041783082.0,243115541578.0,97822548338.0,145292993240.0,2026-05-26
00407814,CG인바이츠,083790,2024,5484421148.7,260465309673,7253270324.0,-38813380435.0,-51809412540.0,260465309673.0,139666301076.0,120799008597.0,2026-05-26
00408266,유니온바이오메트릭스,203450,2022,51460543458.0,70921949384,46253418625.0,1336893813.0,2155344611.0,56160033244.0,19216070499.0,36943962745.0,2026-05-26
00408266,유니온바이오메트릭스,203450,2023,51460543458.0,70921949384,51382692333.0,1567912626.0,3068889338.0,60216811047.0,20379725105.0,39837085942.0,2026-05-26
00408266,유니온바이오메트릭스,203450,2024,51460543458.0,70921949384,56745519416.0,2842274156.0,4948747893.0,70921949384.0,28940730601.0,41981218783.0,2026-05-26
00409140,이원컴포텍,088290,2022,49130138731.0,45321896535,47777326424.0,1704210986.0,-9644584261.0,97876247217.0,48350244182.0,49526003035.0,2026-05-26
00409140,이원컴포텍,088290,2023,49130138731.0,45321896535,47118903098.0,879838240.0,-2402682489.0,79709783500.0,29988542570.0,49721240930.0,2026-05-26
00409140,이원컴포텍,088290,2024,49130138731.0,45321896535,52494186671.0,2471726103.0,-21014451658.0,45321896535.0,24797127663.0,20524768872.0,2026-05-26
00409371,인베니아,079950,2022,33800343291.3,73269252595,56861987347.0,-12684287628.0,-1013728422.0,113686788274.0,61229197090.0,52457591184.0,2026-05-26
00409371,인베니아,079950,2023,33800343291.3,73269252595,22697492921.0,-14143409167.0,-17484959629.0,87694074370.0,52841080412.0,34852993958.0,2026-05-26
00409371,인베니아,079950,2024,33800343291.3,73269252595,21841549606.0,-10858330065.0,-10048514120.0,73269252595.0,48281765479.0,24987487116.0,2026-05-26
00409964,하이텍팜,106190,2022,85744155810.3,140090048772,102947209339.0,4927317429.0,5872932393.0,132201985971.0,32263083649.0,99938902322.0,2026-05-26
00409964,하이텍팜,106190,2023,85744155810.3,140090048772,76772140714.0,10088910954.0,8076496177.0,135058017305.0,28063663960.0,106994353345.0,2026-05-26
00409964,하이텍팜,106190,2024,85744155810.3,140090048772,77513117378.0,15557754205.0,13710010333.0,140090048772.0,20351771011.0,119738277761.0,2026-05-26
00411446,큐에스아이,066310,2022,20916609469.7,88543626839,22699451677.0,1845150544.0,7008373110.0,85988611688.0,4723669229.0,81264942459.0,2026-05-26
00411446,큐에스아이,066310,2023,20916609469.7,88543626839,18687093091.0,-4243012697.0,2711545378.0,87730180857.0,5255229501.0,82474951356.0,2026-05-26
00411446,큐에스아이,066310,2024,20916609469.7,88543626839,21363283641.0,1184535478.0,3253438320.0,88543626839.0,4600959753.0,83942667086.0,2026-05-26
00411808,제이오,418550,2022,88340976939.7,222582339653,67655302339.0,-2264546549.0,-5687829119.0,84819058680.0,25975982701.0,58843075979.0,2026-05-26
00411808,제이오,418550,2023,88340976939.7,222582339653,114493962967.0,12022840148.0,17419292082.0,196535692319.0,61869659101.0,134666033218.0,2026-05-26
00411808,제이오,418550,2024,88340976939.7,222582339653,82873665513.0,-5456610332.0,-8874026012.0,222582339653.0,44152561015.0,178429778638.0,2026-05-26
00415327,중앙백신,072020,2022,42253212759.0,123275416493,39299158624.0,4282862471.0,4044456006.0,114858583010.0,19554133565.0,95304449445.0,2026-05-26
00415327,중앙백신,072020,2023,42253212759.0,123275416493,41867966000.0,6993692576.0,5998119686.0,119592514189.0,19788298776.0,99804215413.0,2026-05-26
00415327,중앙백신,072020,2024,42253212759.0,123275416493,45592513653.0,5758071423.0,6850008327.0,123275416493.0,19408142397.0,103867274096.0,2026-05-26
00415707,엔텔스,069410,2022,48782584447.7,64784573765,53582322397.0,-395053828.0,114745818.0,66178754808.0,13895123618.0,52283631190.0,2026-05-26
00415707,엔텔스,069410,2023,48782584447.7,64784573765,44886674889.0,-3214254023.0,-1329871873.0,59878843697.0,8736592378.0,51142251319.0,2026-05-26
00415707,엔텔스,069410,2024,48782584447.7,64784573765,47878756057.0,-242847334.0,1264701827.0,64784573765.0,12000061804.0,52784511961.0,2026-05-26
00415868,펩트론,087010,2022,4102690182.7,168892733798,5813995537.0,-15226653745.0,-15062790476.0,68274569625.0,15165197545.0,53109372080.0,2026-05-26
00415868,펩트론,087010,2023,4102690182.7,168892733798,3341893572.0,-15883908215.0,-15921881877.0,52495975188.0,16368962307.0,36127012881.0,2026-05-26
00415868,펩트론,087010,2024,4102690182.7,168892733798,3152181439.0,-16527819080.0,-22033671493.0,168892733798.0,17184168838.0,151708564960.0,2026-05-26
00416414,넥스턴앤롤코리아,089140,2022,32120443339.7,233036978483,23463259048.0,-3605569718.0,-4688260552.0,200256518815.0,91982532014.0,108273986801.0,2026-05-26
00416414,넥스턴앤롤코리아,089140,2023,32120443339.7,233036978483,41257657896.0,1267041584.0,9680993019.0,243994293982.0,105980575830.0,138013718152.0,2026-05-26
00416414,넥스턴앤롤코리아,089140,2024,32120443339.7,233036978483,31640413075.0,-1245982417.0,-13004514136.0,233036978483.0,96413013564.0,136623964919.0,2026-05-26
00417167,풍원정밀,371950,2022,45743795603.7,96349143591,44913983313.0,751345764.0,6536120970.0,108238060211.0,28490128710.0,79747931501.0,2026-05-26
00417167,풍원정밀,371950,2023,45743795603.7,96349143591,43054017785.0,-21932415342.0,-21842154341.0,102819951208.0,45123137173.0,57696814035.0,2026-05-26
00417167,풍원정밀,371950,2024,45743795603.7,96349143591,49263385713.0,-18248147075.0,-30132497557.0,96349143591.0,68853396735.0,27495746856.0,2026-05-26
00418379,자연과환경,043910,2022,61437206675.3,142032820174,73865814434.0,463930257.0,103261808.0,120514924048.0,46377292958.0,74137631090.0,2026-05-26
00418379,자연과환경,043910,2023,61437206675.3,142032820174,69712373567.0,4532296408.0,3980147171.0,127440124368.0,49289614874.0,78150509494.0,2026-05-26
00418379,자연과환경,043910,2024,61437206675.3,142032820174,40733432025.0,-2118667121.0,-3412890148.0,142032820174.0,47136178638.0,94896641536.0,2026-05-26
00425254,나우코스,257990,2022,52373689373.7,38326409371,42348411765.0,-1473313570.0,-1236476886.0,39390612610.0,23289010512.0,16101602098.0,2026-05-26
