통계표,업종코드,기업규모,계정항목,단위,변환,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
"5.1.1.1. 성장성 지표(제11차 한국표준산업분류, 2009~)","  C16 목재 및 나무제품(가구 제외)","종합","재고자산증가율","%","원자료","3.50","11.58","12.76","-1.26","-0.42","-0.07","11.09","1.43","0.15","23.52","14.23","-5.19","1.69"
"5.1.1.1. 성장성 지표(제11차 한국표준산업분류, 2009~)","  C16 목재 및 나무제품(가구 제외)","종합","자기자본증가율","%","원자료","8.85","8.33","9.22","10.62","11.41","4.56","7.02","2.19","1.93","16.82","1.52","13.40","4.71"
"5.1.1.1. 성장성 지표(제11차 한국표준산업분류, 2009~)","  C16 목재 및 나무제품(가구 제외)","종합","매출액증가율","%","원자료","1.53","7.60","13.08","7.46","3.83","4.75","3.36","-6.99","0.12","21.20","3.86","-3.14","-1.70"
"5.1.1.1. 성장성 지표(제11차 한국표준산업분류, 2009~)","  C16 목재 및 나무제품(가구 제외)","대기업_중견","총자산증가율","%","원자료","","","","","","4.13","1.93","0.57","-6.62","9.26","1.79","15.49","-3.17"
"5.1.1.1. 성장성 지표(제11차 한국표준산업분류, 2009~)","  C16 목재 및 나무제품(가구 제외)","대기업_중견","유형자산증가율","%","원자료","","","","","","0.76","1.37","-2.33","-12.15","4.24","3.53","30.32","-1.29"
"5.1.1.1. 성장성 지표(제11차 한국표준산업분류, 2009~)","  C16 목재 및 나무제품(가구 제외)","대기업_중견","유동자산증가율","%","원자료","","","","","","0.54","4.88","-11.11","0.98","23.99","-0.16","-7.70","-11.10"
"5.1.1.1. 성장성 지표(제11차 한국표준산업분류, 2009~)","  C16 목재 및 나무제품(가구 제외)","대기업_중견","재고자산증가율","%","원자료","","","","","","3.54","-0.45","-12.44","-6.58","31.55","19.00","-29.62","-5.72"
"5.1.1.1. 성장성 지표(제11차 한국표준산업분류, 2009~)","  C16 목재 및 나무제품(가구 제외)","대기업_중견","자기자본증가율","%","원자료","","","","","","2.17","3.43","-3.26","-7.05","11.12","-5.47","16.84","-6.88"
"5.1.1.1. 성장성 지표(제11차 한국표준산업분류, 2009~)","  C16 목재 및 나무제품(가구 제외)","대기업_중견","매출액증가율","%","원자료","","","","","","2.98","-0.83","-15.08","-10.88","22.19","-3.19","-11.94","-10.63"
"5.1.1.1. 성장성 지표(제11차 한국표준산업분류, 2009~)","  C16 목재 및 나무제품(가구 제외)","중소기업","총자산증가율","%","원자료","4.45","8.03","9.74","10.19","10.67","5.81","7.28","5.26","7.39","14.42","8.44","7.48","6.71"
"5.1.1.1. 성장성 지표(제11차 한국표준산업분류, 2009~)","  C16 목재 및 나무제품(가구 제외)","중소기업","유형자산증가율","%","원자료","4.86","4.13","10.05","12.93","14.23","8.35","7.56","6.12","7.55","12.18","9.67","7.17","3.79"
"5.1.1.1. 성장성 지표(제11차 한국표준산업분류, 2009~)","  C16 목재 및 나무제품(가구 제외)","중소기업","유동자산증가율","%","원자료","1.33","8.43","8.56","6.93","7.99","3.84","7.39","4.50","5.29","16.18","8.75","4.50","1.87"
"5.1.1.1. 성장성 지표(제11차 한국표준산업분류, 2009~)","  C16 목재 및 나무제품(가구 제외)","중소기업","재고자산증가율","%","원자료","3.92","12.17","11.25","4.48","1.99","6.67","14.74","5.20","1.66","21.81","13.19","1.40","3.11"
"5.1.1.1. 성장성 지표(제11차 한국표준산업분류, 2009~)","  C16 목재 및 나무제품(가구 제외)","중소기업","자기자본증가율","%","원자료","10.99","10.25","10.98","11.39","13.30","8.89","9.85","6.23","8.05","19.87","6.68","12.70","11.90"
"5.1.1.1. 성장성 지표(제11차 한국표준산업분류, 2009~)","  C16 목재 및 나무제품(가구 제외)","중소기업","매출액증가율","%","원자료","2.02","7.68","9.84","8.85","4.31","6.11","4.67","-4.33","2.76","20.72","5.67","-1.40","-0.69"
"5.1.1.1. 성장성 지표(제11차 한국표준산업분류, 2009~)","  C16 목재 및 나무제품(가구 제외)","중기업","총자산증가율","%","원자료","","","","","","1.21","4.81","2.78","6.08","21.89","8.79","9.00","7.44"
"5.1.1.1. 성장성 지표(제11차 한국표준산업분류, 2009~)","  C16 목재 및 나무제품(가구 제외)","중기업","유형자산증가율","%","원자료","","","","","","1.97","6.34","4.06","5.65","18.04","9.50","7.30","0.28"
"5.1.1.1. 성장성 지표(제11차 한국표준산업분류, 2009~)","  C16 목재 및 나무제품(가구 제외)","중기업","유동자산증가율","%","원자료","","","","","","-0.66","4.40","1.58","2.02","24.52","10.93","2.54","-2.17"
"5.1.1.1. 성장성 지표(제11차 한국표준산업분류, 2009~)","  C16 목재 및 나무제품(가구 제외)","중기업","재고자산증가율","%","원자료","","","","","","2.82","18.37","-0.69","-6.89","35.94","11.38","2.29","-0.46"
"5.1.1.1. 성장성 지표(제11차 한국표준산업분류, 2009~)","  C16 목재 및 나무제품(가구 제외)","중기업","자기자본증가율","%","원자료","","","","","","7.03","5.68","4.39","9.08","33.11","4.15","17.78","16.07"
"5.1.1.1. 성장성 지표(제11차 한국표준산업분류, 2009~)","  C16 목재 및 나무제품(가구 제외)","중기업","매출액증가율","%","원자료","","","","","","2.28","1.74","-9.03","2.32","22.62","3.58","-6.20","-1.00"
"5.1.1.1. 성장성 지표(제11차 한국표준산업분류, 2009~)","  C16 목재 및 나무제품(가구 제외)","소기업","총자산증가율","%","원자료","","","","","","8.91","8.96","7.08","8.29","9.50","8.17","6.27","6.08"
"5.1.1.1. 성장성 지표(제11차 한국표준산업분류, 2009~)","  C16 목재 및 나무제품(가구 제외)","소기업","유형자산증가율","%","원자료","","","","","","13.19","8.45","7.85","9.00","7.84","9.82","7.05","7.08"
"5.1.1.1. 성장성 지표(제11차 한국표준산업분류, 2009~)","  C16 목재 및 나무제품(가구 제외)","소기업","유동자산증가율","%","원자료","","","","","","6.64","9.26","6.38","7.33","11.40","7.36","5.88","4.83"
"5.1.1.1. 성장성 지표(제11차 한국표준산업분류, 2009~)","  C16 목재 및 나무제품(가구 제외)","소기업","재고자산증가율","%","원자료","","","","","","9.61","11.73","10.57","8.57","12.24","14.60","0.71","5.97"
"5.1.1.1. 성장성 지표(제11차 한국표준산업분류, 2009~)","  C16 목재 및 나무제품(가구 제외)","소기업","자기자본증가율","%","원자료","","","","","","10.42","13.22","7.72","7.26","9.84","8.77","8.36","7.82"
"5.1.1.1. 성장성 지표(제11차 한국표준산업분류, 2009~)","  C16 목재 및 나무제품(가구 제외)","소기업","매출액증가율","%","원자료","","","","","","9.40","7.33","0.16","3.15","19.03","7.61","3.40","-0.37"
"5.1.1.1. 성장성 지표(제11차 한국표준산업분류, 2009~)","  C17 펄프, 종이 및 종이제품","종합","총자산증가율","%","원자료","1.29","3.64","2.81","0.50","3.45","3.69","4.68","2.03","12.82","5.33","3.62","4.27","3.90"
"5.1.1.1. 성장성 지표(제11차 한국표준산업분류, 2009~)","  C17 펄프, 종이 및 종이제품","종합","유형자산증가율","%","원자료","3.08","3.25","3.23","2.79","1.09","1.25","1.51","1.78","7.33","5.72","-0.10","5.48","3.75"
"5.1.1.1. 성장성 지표(제11차 한국표준산업분류, 2009~)","  C17 펄프, 종이 및 종이제품","종합","유동자산증가율","%","원자료","-0.45","2.64","-0.20","3.27","7.97","6.17","6.62","0.36","13.67","5.99","7.28","3.04","1.65"
"5.1.1.1. 성장성 지표(제11차 한국표준산업분류, 2009~)","  C17 펄프, 종이 및 종이제품","종합","재고자산증가율","%","원자료","-5.91","4.30","0.99","1.67","-3.81","19.41","8.62","-5.98","0.98","11.97","18.44","-9.02","5.42"
"5.1.1.1. 성장성 지표(제11차 한국표준산업분류, 2009~)","  C17 펄프, 종이 및 종이제품","종합","자기자본증가율","%","원자료","5.78","6.14","0.07","-0.81","4.83","3.98","8.57","5.11","15.22","3.13","2.39","7.77","3.16"
"5.1.1.1. 성장성 지표(제11차 한국표준산업분류, 2009~)","  C17 펄프, 종이 및 종이제품","종합","매출액증가율","%","원자료","1.56","1.49","-0.15","1.58","3.26","5.78","4.58","-0.97","3.60","14.00","7.78","-1.50","2.10"
"5.1.1.1. 성장성 지표(제11차 한국표준산업분류, 2009~)","  C17 펄프, 종이 및 종이제품","대기업_중견","총자산증가율","%","원자료","","","","","","0.19","4.68","-6.11","6.69","-0.64","1.69","2.95","2.26"
"5.1.1.1. 성장성 지표(제11차 한국표준산업분류, 2009~)","  C17 펄프, 종이 및 종이제품","대기업_중견","유형자산증가율","%","원자료","","","","","","-4.72","0.06","-6.68","1.76","0.18","-7.47","6.61","2.50"
"5.1.1.1. 성장성 지표(제11차 한국표준산업분류, 2009~)","  C17 펄프, 종이 및 종이제품","대기업_중견","유동자산증가율","%","원자료","","","","","","5.34","8.15","-11.25","8.10","1.35","14.18","-2.45","-1.66"
"5.1.1.1. 성장성 지표(제11차 한국표준산업분류, 2009~)","  C17 펄프, 종이 및 종이제품","대기업_중견","재고자산증가율","%","원자료","","","","","","28.21","10.36","-17.71","-10.22","9.37","24.90","-16.52","9.66"
"5.1.1.1. 성장성 지표(제11차 한국표준산업분류, 2009~)","  C17 펄프, 종이 및 종이제품","대기업_중견","자기자본증가율","%","원자료","","","","","","1.34","10.74","-0.96","8.16","-3.46","-0.40","8.45","-0.30"
"5.1.1.1. 성장성 지표(제11차 한국표준산업분류, 2009~)","  C17 펄프, 종이 및 종이제품","대기업_중견","매출액증가율","%","원자료","","","","","","6.07","4.55","-6.82","-3.66","12.71","7.49","-3.47","0.28"
"5.1.1.1. 성장성 지표(제11차 한국표준산업분류, 2009~)","  C17 펄프, 종이 및 종이제품","중소기업","총자산증가율","%","원자료","4.76","7.40","5.11","8.38","8.16","7.89","5.18","9.96","10.77","10.13","6.65","4.58","4.91"
"5.1.1.1. 성장성 지표(제11차 한국표준산업분류, 2009~)","  C17 펄프, 종이 및 종이제품","중소기업","유형자산증가율","%","원자료","7.20","6.63","6.93","9.34","6.72","10.08","3.83","11.40","9.50","11.14","6.67","4.92","7.51"
"5.1.1.1. 성장성 지표(제11차 한국표준산업분류, 2009~)","  C17 펄프, 종이 및 종이제품","중소기업","유동자산증가율","%","원자료","2.06","6.14","2.41","5.71","8.71","7.20","5.85","7.90","13.75","7.73","6.32","4.38","1.75"
"5.1.1.1. 성장성 지표(제11차 한국표준산업분류, 2009~)","  C17 펄프, 종이 및 종이제품","중소기업","재고자산증가율","%","원자료","-3.56","4.53","-0.60","4.36","4.20","13.14","7.57","5.77","3.82","14.25","15.52","-2.04","3.65"
"5.1.1.1. 성장성 지표(제11차 한국표준산업분류, 2009~)","  C17 펄프, 종이 및 종이제품","중소기업","자기자본증가율","%","원자료","9.52","10.76","6.73","8.53","8.33","7.59","7.69","13.04","11.38","10.46","8.08","5.96","5.40"
"5.1.1.1. 성장성 지표(제11차 한국표준산업분류, 2009~)","  C17 펄프, 종이 및 종이제품","중소기업","매출액증가율","%","원자료","2.95","3.86","2.96","3.34","5.78","7.55","5.33","3.51","6.51","9.69","6.88","-1.55","2.99"
"5.1.1.1. 성장성 지표(제11차 한국표준산업분류, 2009~)","  C17 펄프, 종이 및 종이제품","중기업","총자산증가율","%","원자료","","","","","","6.86","2.76","11.72","10.16","9.15","4.84","4.54","5.30"
"5.1.1.1. 성장성 지표(제11차 한국표준산업분류, 2009~)","  C17 펄프, 종이 및 종이제품","중기업","유형자산증가율","%","원자료","","","","","","9.18","0.57","13.24","6.56","8.67","4.92","4.40","8.89"
"5.1.1.1. 성장성 지표(제11차 한국표준산업분류, 2009~)","  C17 펄프, 종이 및 종이제품","중기업","유동자산증가율","%","원자료","","","","","","6.29","4.48","9.05","13.91","6.61","3.40","4.91","0.41"
"5.1.1.1. 성장성 지표(제11차 한국표준산업분류, 2009~)","  C17 펄프, 종이 및 종이제품","중기업","재고자산증가율","%","원자료","","","","","","15.52","4.74","5.81","0.75","16.04","16.63","-8.80","1.75"
"5.1.1.1. 성장성 지표(제11차 한국표준산업분류, 2009~)","  C17 펄프, 종이 및 종이제품","중기업","자기자본증가율","%","원자료","","","","","","5.67","6.35","14.95","11.20","10.04","6.14","5.93","4.93"
"5.1.1.1. 성장성 지표(제11차 한국표준산업분류, 2009~)","  C17 펄프, 종이 및 종이제품","중기업","매출액증가율","%","원자료","","","","","","6.40","2.95","2.22","5.44","6.27","5.12","-2.09","2.68"
"5.1.1.1. 성장성 지표(제11차 한국표준산업분류, 2009~)","  C17 펄프, 종이 및 종이제품","소기업","총자산증가율","%","원자료","","","","","","9.33","8.66","7.40","11.60","11.54","9.26","4.64","4.43"
"5.1.1.1. 성장성 지표(제11차 한국표준산업분류, 2009~)","  C17 펄프, 종이 및 종이제품","소기업","유형자산증가율","%","원자료","","","","","","11.34","8.59","8.70","13.49","14.64","9.08","5.63","5.81"
"5.1.1.1. 성장성 지표(제11차 한국표준산업분류, 2009~)","  C17 펄프, 종이 및 종이제품","소기업","유동자산증가율","%","원자료","","","","","","8.36","7.64","6.34","13.56","9.23","10.18","3.73","3.32"
"5.1.1.1. 성장성 지표(제11차 한국표준산업분류, 2009~)","  C17 펄프, 종이 및 종이제품","소기업","재고자산증가율","%","원자료","","","","","","10.12","11.62","5.70","7.73","11.91","14.00","7.72","5.78"
"5.1.1.1. 성장성 지표(제11차 한국표준산업분류, 2009~)","  C17 펄프, 종이 및 종이제품","소기업","자기자본증가율","%","원자료","","","","","","11.50","10.34","9.16","11.71","11.35","12.10","6.02","6.16"
"5.1.1.1. 성장성 지표(제11차 한국표준산업분류, 2009~)","  C17 펄프, 종이 및 종이제품","소기업","매출액증가율","%","원자료","","","","","","9.20","9.04","5.61","8.13","15.27","9.68","-0.71","3.47"
"5.1.1.1. 성장성 지표(제11차 한국표준산업분류, 2009~)","  C18 인쇄 및 기록매체 복제업","종합","총자산증가율","%","원자료","7.00","7.75","4.60","7.77","5.23","8.21","8.50","7.42","8.19","9.77","5.50","3.59","5.95"
"5.1.1.1. 성장성 지표(제11차 한국표준산업분류, 2009~)","  C18 인쇄 및 기록매체 복제업","종합","유형자산증가율","%","원자료","9.02","8.54","4.61","7.85","4.13","10.03","10.08","7.82","7.25","9.86","8.37","5.64","5.83"
"5.1.1.1. 성장성 지표(제11차 한국표준산업분류, 2009~)","  C18 인쇄 및 기록매체 복제업","종합","유동자산증가율","%","원자료","5.42","8.17","4.35","7.35","6.95","6.29","6.11","7.18","8.03","11.92","3.48","1.91","5.07"
"5.1.1.1. 성장성 지표(제11차 한국표준산업분류, 2009~)","  C18 인쇄 및 기록매체 복제업","종합","재고자산증가율","%","원자료","4.70","2.34","3.36","8.78","4.58","12.83","13.08","5.39","4.24","9.92","9.22","6.47","7.59"
"5.1.1.1. 성장성 지표(제11차 한국표준산업분류, 2009~)","  C18 인쇄 및 기록매체 복제업","종합","자기자본증가율","%","원자료","8.47","12.28","10.04","12.15","7.56","9.56","11.07","9.67","10.26","13.12","7.34","4.87","9.32"
"5.1.1.1. 성장성 지표(제11차 한국표준산업분류, 2009~)","  C18 인쇄 및 기록매체 복제업","종합","매출액증가율","%","원자료","8.60","6.76","3.49","5.15","4.64","4.40","3.62","2.66","1.18","8.23","7.48","0.14","2.06"
"5.1.1.1. 성장성 지표(제11차 한국표준산업분류, 2009~)","  C18 인쇄 및 기록매체 복제업","대기업_중견","총자산증가율","%","원자료","","","","","","10.58","-3.92","3.40","-6.06","7.28","-2.73","6.11","18.02"
"5.1.1.1. 성장성 지표(제11차 한국표준산업분류, 2009~)","  C18 인쇄 및 기록매체 복제업","대기업_중견","유형자산증가율","%","원자료","","","","","","24.47","-6.22","-4.39","-5.39","-1.37","4.03","2.43","5.01"
"5.1.1.1. 성장성 지표(제11차 한국표준산업분류, 2009~)","  C18 인쇄 및 기록매체 복제업","대기업_중견","유동자산증가율","%","원자료","","","","","","-14.93","8.90","14.02","-12.06","16.55","-9.99","11.05","28.73"
"5.1.1.1. 성장성 지표(제11차 한국표준산업분류, 2009~)","  C18 인쇄 및 기록매체 복제업","대기업_중견","재고자산증가율","%","원자료","","","","","","20.68","35.87","-24.08","24.75","40.36","-4.89","5.91","10.34"
"5.1.1.1. 성장성 지표(제11차 한국표준산업분류, 2009~)","  C18 인쇄 및 기록매체 복제업","대기업_중견","자기자본증가율","%","원자료","","","","","","5.30","-3.48","3.16","-1.36","-3.29","-1.39","2.21","25.85"
"5.1.1.1. 성장성 지표(제11차 한국표준산업분류, 2009~)","  C18 인쇄 및 기록매체 복제업","대기업_중견","매출액증가율","%","원자료","","","","","","-13.05","5.43","2.68","-9.73","11.69","13.32","-1.83","2.40"
"5.1.1.1. 성장성 지표(제11차 한국표준산업분류, 2009~)","  C18 인쇄 및 기록매체 복제업","중소기업","총자산증가율","%","원자료","6.79","7.90","4.44","7.45","5.40","8.04","8.47","7.03","8.45","9.84","5.82","3.30","5.32"
"5.1.1.1. 성장성 지표(제11차 한국표준산업분류, 2009~)","  C18 인쇄 및 기록매체 복제업","중소기업","유형자산증가율","%","원자료","9.08","8.87","4.38","7.99","4.04","9.51","10.09","7.32","7.53","10.19","8.66","5.45","5.95"
"5.1.1.1. 성장성 지표(제11차 한국표준산업분류, 2009~)","  C18 인쇄 및 기록매체 복제업","중소기업","유동자산증가율","%","원자료","4.91","8.00","4.18","7.20","6.88","6.59","6.03","6.87","8.36","11.78","3.98","1.54","3.58"
"5.1.1.1. 성장성 지표(제11차 한국표준산업분류, 2009~)","  C18 인쇄 및 기록매체 복제업","중소기업","재고자산증가율","%","원자료","3.97","8.14","3.43","8.86","4.93","12.84","12.73","6.24","3.91","8.59","10.04","6.35","7.59"
"5.1.1.1. 성장성 지표(제11차 한국표준산업분류, 2009~)","  C18 인쇄 및 기록매체 복제업","중소기업","자기자본증가율","%","원자료","8.42","12.28","9.92","11.73","8.07","9.69","11.31","8.94","10.58","13.91","7.68","4.66","7.76"
"5.1.1.1. 성장성 지표(제11차 한국표준산업분류, 2009~)","  C18 인쇄 및 기록매체 복제업","중소기업","매출액증가율","%","원자료","8.59","6.03","3.30","5.02","4.41","4.55","3.47","2.61","1.38","8.11","7.22","-0.23","2.70"
"5.1.1.1. 성장성 지표(제11차 한국표준산업분류, 2009~)","  C18 인쇄 및 기록매체 복제업","중기업","총자산증가율","%","원자료","","","","","","10.50","6.93","7.49","10.78","8.27","5.56","2.30","5.09"
"5.1.1.1. 성장성 지표(제11차 한국표준산업분류, 2009~)","  C18 인쇄 및 기록매체 복제업","중기업","유형자산증가율","%","원자료","","","","","","10.69","8.74","7.55","8.32","6.87","8.94","5.19","4.86"
"5.1.1.1. 성장성 지표(제11차 한국표준산업분류, 2009~)","  C18 인쇄 및 기록매체 복제업","중기업","유동자산증가율","%","원자료","","","","","","8.08","2.23","8.28","11.17","14.67","3.20","0.21","3.99"
"5.1.1.1. 성장성 지표(제11차 한국표준산업분류, 2009~)","  C18 인쇄 및 기록매체 복제업","중기업","재고자산증가율","%","원자료","","","","","","12.88","13.39","9.39","7.25","9.70","10.37","-0.96","5.64"
"5.1.1.1. 성장성 지표(제11차 한국표준산업분류, 2009~)","  C18 인쇄 및 기록매체 복제업","중기업","자기자본증가율","%","원자료","","","","","","12.27","10.11","8.89","12.85","11.55","7.56","2.92","7.49"
"5.1.1.1. 성장성 지표(제11차 한국표준산업분류, 2009~)","  C18 인쇄 및 기록매체 복제업","중기업","매출액증가율","%","원자료","","","","","","5.09","1.73","1.29","1.32","7.42","4.62","-0.51","2.47"
"5.1.1.1. 성장성 지표(제11차 한국표준산업분류, 2009~)","  C18 인쇄 및 기록매체 복제업","소기업","총자산증가율","%","원자료","","","","","","6.31","9.67","6.67","6.69","11.11","6.00","4.05","5.49"
"5.1.1.1. 성장성 지표(제11차 한국표준산업분류, 2009~)","  C18 인쇄 및 기록매체 복제업","소기업","유형자산증가율","%","원자료","","","","","","8.51","11.31","7.12","6.80","13.49","8.43","5.66","6.89"
"5.1.1.1. 성장성 지표(제11차 한국표준산업분류, 2009~)","  C18 인쇄 및 기록매체 복제업","소기업","유동자산증가율","%","원자료","","","","","","5.78","8.35","6.01","6.71","10.00","4.48","2.42","3.31"
"5.1.1.1. 성장성 지표(제11차 한국표준산업분류, 2009~)","  C18 인쇄 및 기록매체 복제업","소기업","재고자산증가율","%","원자료","","","","","","12.82","12.28","4.12","1.64","7.82","9.79","12.72","8.95"
"5.1.1.1. 성장성 지표(제11차 한국표준산업분류, 2009~)","  C18 인쇄 및 기록매체 복제업","소기업","자기자본증가율","%","원자료","","","","","","7.44","12.49","8.99","8.54","16.10","7.77","6.09","7.99"
"5.1.1.1. 성장성 지표(제11차 한국표준산업분류, 2009~)","  C18 인쇄 및 기록매체 복제업","소기업","매출액증가율","%","원자료","","","","","","4.14","4.93","3.74","1.43","8.72","9.52","0.01","2.91"
"5.1.1.1. 성장성 지표(제11차 한국표준산업분류, 2009~)","  C19 코크스, 연탄 및 석유정제품","종합","총자산증가율","%","원자료","-6.55","3.62","-8.57","-4.02","13.36","5.46","3.00","5.69","-4.72","20.32","13.41","3.35","1.91"
"5.1.1.1. 성장성 지표(제11차 한국표준산업분류, 2009~)","  C19 코크스, 연탄 및 석유정제품","종합","유형자산증가율","%","원자료","2.03","5.28","3.74","0.62","4.53","6.89","6.71","8.87","7.78","0.37","0.82","2.53","3.93"
"5.1.1.1. 성장성 지표(제11차 한국표준산업분류, 2009~)","  C19 코크스, 연탄 및 석유정제품","종합","유동자산증가율","%","원자료","-11.06","1.87","-20.28","-10.01","25.84","4.74","-1.64","-2.12","-25.86","63.44","25.00","3.36","-1.15"
"5.1.1.1. 성장성 지표(제11차 한국표준산업분류, 2009~)","  C19 코크스, 연탄 및 석유정제품","종합","재고자산증가율","%","원자료","-9.29","2.07","-34.91","-29.27","31.68","30.99","7.68","-1.27","-37.97","77.75","26.41","-2.89","-4.35"
"5.1.1.1. 성장성 지표(제11차 한국표준산업분류, 2009~)","  C19 코크스, 연탄 및 석유정제품","종합","자기자본증가율","%","원자료","5.47","0.67","-6.64","12.74","14.47","6.77","-0.74","-0.76","-13.61","13.05","14.42","3.74","-7.06"
"5.1.1.1. 성장성 지표(제11차 한국표준산업분류, 2009~)","  C19 코크스, 연탄 및 석유정제품","종합","매출액증가율","%","원자료","5.88","-5.93","-4.11","-31.23","-11.23","27.92","23.05","-6.67","-34.06","49.28","66.61","-13.82","1.35"
"5.1.1.1. 성장성 지표(제11차 한국표준산업분류, 2009~)","  C19 코크스, 연탄 및 석유정제품","대기업_중견","총자산증가율","%","원자료","","","","","","13.84","6.50","3.63","-1.08","9.42","7.02","17.04","41.03"
"5.1.1.1. 성장성 지표(제11차 한국표준산업분류, 2009~)","  C19 코크스, 연탄 및 석유정제품","대기업_중견","유형자산증가율","%","원자료","","","","","","15.06","12.77","6.17","-0.03","1.50","0.98","6.61","6.77"
"5.1.1.1. 성장성 지표(제11차 한국표준산업분류, 2009~)","  C19 코크스, 연탄 및 석유정제품","대기업_중견","유동자산증가율","%","원자료","","","","","","5.15","-0.60","0.97","-0.97","16.24","10.14","12.67","15.79"
"5.1.1.1. 성장성 지표(제11차 한국표준산업분류, 2009~)","  C19 코크스, 연탄 및 석유정제품","대기업_중견","재고자산증가율","%","원자료","","","","","","4.05","10.86","14.80","-9.10","23.46","19.05","-14.30","9.16"
"5.1.1.1. 성장성 지표(제11차 한국표준산업분류, 2009~)","  C19 코크스, 연탄 및 석유정제품","대기업_중견","자기자본증가율","%","원자료","","","","","","5.60","5.29","2.36","1.97","9.12","6.46","10.55","49.83"
"5.1.1.1. 성장성 지표(제11차 한국표준산업분류, 2009~)","  C19 코크스, 연탄 및 석유정제품","대기업_중견","매출액증가율","%","원자료","","","","","","24.45","51.00","-0.64","-11.50","38.06","20.23","-3.52","-0.43"
"5.1.1.1. 성장성 지표(제11차 한국표준산업분류, 2009~)","  C19 코크스, 연탄 및 석유정제품","중소기업","총자산증가율","%","원자료","3.33","6.37","7.16","5.13","4.79","6.23","2.26","1.46","17.01","14.59","12.29","4.81","6.98"
"5.1.1.1. 성장성 지표(제11차 한국표준산업분류, 2009~)","  C19 코크스, 연탄 및 석유정제품","중소기업","유형자산증가율","%","원자료","5.91","10.67","9.58","4.90","4.69","0.16","8.04","5.39","28.56","3.76","5.38","3.82","5.66"
"5.1.1.1. 성장성 지표(제11차 한국표준산업분류, 2009~)","  C19 코크스, 연탄 및 석유정제품","중소기업","유동자산증가율","%","원자료","4.10","3.54","5.04","5.02","3.24","9.40","-1.95","-1.74","6.36","16.97","19.20","4.93","8.41"
"5.1.1.1. 성장성 지표(제11차 한국표준산업분류, 2009~)","  C19 코크스, 연탄 및 석유정제품","중소기업","재고자산증가율","%","원자료","5.66","-5.61","14.89","2.34","5.59","5.61","2.33","-7.90","-6.56","12.21","18.47","3.68","15.45"
"5.1.1.1. 성장성 지표(제11차 한국표준산업분류, 2009~)","  C19 코크스, 연탄 및 석유정제품","중소기업","자기자본증가율","%","원자료","7.04","10.02","10.47","17.57","4.11","11.23","2.66","-0.08","16.05","18.25","16.71","11.25","9.32"
"5.1.1.1. 성장성 지표(제11차 한국표준산업분류, 2009~)","  C19 코크스, 연탄 및 석유정제품","중소기업","매출액증가율","%","원자료","2.05","1.74","0.29","-6.37","-2.49","9.66","8.36","-3.08","-6.37","24.02","21.80","1.23","3.42"
"5.1.1.1. 성장성 지표(제11차 한국표준산업분류, 2009~)","  C19 코크스, 연탄 및 석유정제품","중기업","총자산증가율","%","원자료","","","","","","0.52","-1.31","1.79","2.68","2.94","15.38","-1.27","7.16"
"5.1.1.1. 성장성 지표(제11차 한국표준산업분류, 2009~)","  C19 코크스, 연탄 및 석유정제품","중기업","유형자산증가율","%","원자료","","","","","","-5.06","4.11","9.71","-7.24","-8.28","2.40","-10.63","12.77"
"5.1.1.1. 성장성 지표(제11차 한국표준산업분류, 2009~)","  C19 코크스, 연탄 및 석유정제품","중기업","유동자산증가율","%","원자료","","","","","","-0.63","-3.84","-3.10","3.29","16.39","27.30","3.58","7.09"
"5.1.1.1. 성장성 지표(제11차 한국표준산업분류, 2009~)","  C19 코크스, 연탄 및 석유정제품","중기업","재고자산증가율","%","원자료","","","","","","0.68","-1.56","-9.65","-9.54","22.65","35.26","0.65","14.53"
"5.1.1.1. 성장성 지표(제11차 한국표준산업분류, 2009~)","  C19 코크스, 연탄 및 석유정제품","중기업","자기자본증가율","%","원자료","","","","","","4.69","1.03","0.67","1.99","8.79","17.54","5.86","10.04"
"5.1.1.1. 성장성 지표(제11차 한국표준산업분류, 2009~)","  C19 코크스, 연탄 및 석유정제품","중기업","매출액증가율","%","원자료","","","","","","2.54","5.74","-6.51","-12.37","27.62","21.99","-1.60","4.59"
"5.1.1.1. 성장성 지표(제11차 한국표준산업분류, 2009~)","  C19 코크스, 연탄 및 석유정제품","소기업","총자산증가율","%","원자료","","","","","","11.31","5.30","1.19","27.95","22.07","9.58","12.65","6.75"
"5.1.1.1. 성장성 지표(제11차 한국표준산업분류, 2009~)","  C19 코크스, 연탄 및 석유정제품","소기업","유형자산증가율","%","원자료","","","","","","4.48","11.19","1.96","54.64","9.21","7.48","16.18","0.33"
"5.1.1.1. 성장성 지표(제11차 한국표준산업분류, 2009~)","  C19 코크스, 연탄 및 석유정제품","소기업","유동자산증가율","%","원자료","","","","","","18.87","-0.38","-0.67","8.64","17.40","11.65","6.91","10.46"
"5.1.1.1. 성장성 지표(제11차 한국표준산업분류, 2009~)","  C19 코크스, 연탄 및 석유정제품","소기업","재고자산증가율","%","원자료","","","","","","10.11","6.61","-6.23","-3.92","3.18","-0.59","9.51","17.26"
"5.1.1.1. 성장성 지표(제11차 한국표준산업분류, 2009~)","  C19 코크스, 연탄 및 석유정제품","소기업","자기자본증가율","%","원자료","","","","","","16.88","3.93","-0.60","26.04","23.83","16.04","18.65","8.34"
