통계표,업종코드,기업규모,계정항목,단위,변환,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
"5.1.3.1. 자산/자본 지표(제11차 한국표준산업분류, 2009~)","    C112 비알코올음료 및 얼음","대기업_중견","유동부채비율","%","원자료","","","","","","","","","","","","",""
"5.1.3.1. 자산/자본 지표(제11차 한국표준산업분류, 2009~)","    C112 비알코올음료 및 얼음","대기업_중견","비유동부채비율","%","원자료","","","","","","","","","","","","",""
"5.1.3.1. 자산/자본 지표(제11차 한국표준산업분류, 2009~)","    C112 비알코올음료 및 얼음","대기업_중견","차입금의존도","%","원자료","","","","","","","","","","","","",""
"5.1.3.1. 자산/자본 지표(제11차 한국표준산업분류, 2009~)","    C112 비알코올음료 및 얼음","대기업_중견","차입금대매출액","%","원자료","","","","","","","","","","","","",""
"5.1.3.1. 자산/자본 지표(제11차 한국표준산업분류, 2009~)","    C112 비알코올음료 및 얼음","대기업_중견","매출채권대매입채무","%","원자료","","","","","","","","","","","","",""
"5.1.3.1. 자산/자본 지표(제11차 한국표준산업분류, 2009~)","    C112 비알코올음료 및 얼음","대기업_중견","순운전자본대총자본","%","원자료","","","","","","","","","","","","",""
"5.1.3.1. 자산/자본 지표(제11차 한국표준산업분류, 2009~)","    C112 비알코올음료 및 얼음","중소기업","자기자본비율","%","원자료","","","","","","","","","","","","",""
"5.1.3.1. 자산/자본 지표(제11차 한국표준산업분류, 2009~)","    C112 비알코올음료 및 얼음","중소기업","유동비율","%","원자료","","","","","","","","","","","","",""
"5.1.3.1. 자산/자본 지표(제11차 한국표준산업분류, 2009~)","    C112 비알코올음료 및 얼음","중소기업","당좌비율","%","원자료","","","","","","","","","","","","",""
"5.1.3.1. 자산/자본 지표(제11차 한국표준산업분류, 2009~)","    C112 비알코올음료 및 얼음","중소기업","현금비율","%","원자료","","","","","","","","","","","","",""
"5.1.3.1. 자산/자본 지표(제11차 한국표준산업분류, 2009~)","    C112 비알코올음료 및 얼음","중소기업","비유동비율","%","원자료","","","","","","","","","","","","",""
"5.1.3.1. 자산/자본 지표(제11차 한국표준산업분류, 2009~)","    C112 비알코올음료 및 얼음","중소기업","비유동장기적합률","%","원자료","","","","","","","","","","","","",""
"5.1.3.1. 자산/자본 지표(제11차 한국표준산업분류, 2009~)","    C112 비알코올음료 및 얼음","중소기업","부채비율","%","원자료","","","","","","","","","","","","",""
"5.1.3.1. 자산/자본 지표(제11차 한국표준산업분류, 2009~)","    C112 비알코올음료 및 얼음","중소기업","유동부채비율","%","원자료","","","","","","","","","","","","",""
"5.1.3.1. 자산/자본 지표(제11차 한국표준산업분류, 2009~)","    C112 비알코올음료 및 얼음","중소기업","비유동부채비율","%","원자료","","","","","","","","","","","","",""
"5.1.3.1. 자산/자본 지표(제11차 한국표준산업분류, 2009~)","    C112 비알코올음료 및 얼음","중소기업","차입금의존도","%","원자료","","","","","","","","","","","","",""
"5.1.3.1. 자산/자본 지표(제11차 한국표준산업분류, 2009~)","    C112 비알코올음료 및 얼음","중소기업","차입금대매출액","%","원자료","","","","","","","","","","","","",""
"5.1.3.1. 자산/자본 지표(제11차 한국표준산업분류, 2009~)","    C112 비알코올음료 및 얼음","중소기업","매출채권대매입채무","%","원자료","","","","","","","","","","","","",""
"5.1.3.1. 자산/자본 지표(제11차 한국표준산업분류, 2009~)","    C112 비알코올음료 및 얼음","중소기업","순운전자본대총자본","%","원자료","","","","","","","","","","","","",""
"5.1.3.1. 자산/자본 지표(제11차 한국표준산업분류, 2009~)","    C112 비알코올음료 및 얼음","중기업","자기자본비율","%","원자료","","","","","","","","","","","","",""
"5.1.3.1. 자산/자본 지표(제11차 한국표준산업분류, 2009~)","    C112 비알코올음료 및 얼음","중기업","유동비율","%","원자료","","","","","","","","","","","","",""
"5.1.3.1. 자산/자본 지표(제11차 한국표준산업분류, 2009~)","    C112 비알코올음료 및 얼음","중기업","당좌비율","%","원자료","","","","","","","","","","","","",""
"5.1.3.1. 자산/자본 지표(제11차 한국표준산업분류, 2009~)","    C112 비알코올음료 및 얼음","중기업","현금비율","%","원자료","","","","","","","","","","","","",""
"5.1.3.1. 자산/자본 지표(제11차 한국표준산업분류, 2009~)","    C112 비알코올음료 및 얼음","중기업","비유동비율","%","원자료","","","","","","","","","","","","",""
"5.1.3.1. 자산/자본 지표(제11차 한국표준산업분류, 2009~)","    C112 비알코올음료 및 얼음","중기업","비유동장기적합률","%","원자료","","","","","","","","","","","","",""
"5.1.3.1. 자산/자본 지표(제11차 한국표준산업분류, 2009~)","    C112 비알코올음료 및 얼음","중기업","부채비율","%","원자료","","","","","","","","","","","","",""
"5.1.3.1. 자산/자본 지표(제11차 한국표준산업분류, 2009~)","    C112 비알코올음료 및 얼음","중기업","유동부채비율","%","원자료","","","","","","","","","","","","",""
"5.1.3.1. 자산/자본 지표(제11차 한국표준산업분류, 2009~)","    C112 비알코올음료 및 얼음","중기업","비유동부채비율","%","원자료","","","","","","","","","","","","",""
"5.1.3.1. 자산/자본 지표(제11차 한국표준산업분류, 2009~)","    C112 비알코올음료 및 얼음","중기업","차입금의존도","%","원자료","","","","","","","","","","","","",""
"5.1.3.1. 자산/자본 지표(제11차 한국표준산업분류, 2009~)","    C112 비알코올음료 및 얼음","중기업","차입금대매출액","%","원자료","","","","","","","","","","","","",""
"5.1.3.1. 자산/자본 지표(제11차 한국표준산업분류, 2009~)","    C112 비알코올음료 및 얼음","중기업","매출채권대매입채무","%","원자료","","","","","","","","","","","","",""
"5.1.3.1. 자산/자본 지표(제11차 한국표준산업분류, 2009~)","    C112 비알코올음료 및 얼음","중기업","순운전자본대총자본","%","원자료","","","","","","","","","","","","",""
"5.1.3.1. 자산/자본 지표(제11차 한국표준산업분류, 2009~)","    C112 비알코올음료 및 얼음","소기업","자기자본비율","%","원자료","","","","","","","","","","","","",""
"5.1.3.1. 자산/자본 지표(제11차 한국표준산업분류, 2009~)","    C112 비알코올음료 및 얼음","소기업","유동비율","%","원자료","","","","","","","","","","","","",""
"5.1.3.1. 자산/자본 지표(제11차 한국표준산업분류, 2009~)","    C112 비알코올음료 및 얼음","소기업","당좌비율","%","원자료","","","","","","","","","","","","",""
"5.1.3.1. 자산/자본 지표(제11차 한국표준산업분류, 2009~)","    C112 비알코올음료 및 얼음","소기업","현금비율","%","원자료","","","","","","","","","","","","",""
"5.1.3.1. 자산/자본 지표(제11차 한국표준산업분류, 2009~)","    C112 비알코올음료 및 얼음","소기업","비유동비율","%","원자료","","","","","","","","","","","","",""
"5.1.3.1. 자산/자본 지표(제11차 한국표준산업분류, 2009~)","    C112 비알코올음료 및 얼음","소기업","비유동장기적합률","%","원자료","","","","","","","","","","","","",""
"5.1.3.1. 자산/자본 지표(제11차 한국표준산업분류, 2009~)","    C112 비알코올음료 및 얼음","소기업","부채비율","%","원자료","","","","","","","","","","","","",""
"5.1.3.1. 자산/자본 지표(제11차 한국표준산업분류, 2009~)","    C112 비알코올음료 및 얼음","소기업","유동부채비율","%","원자료","","","","","","","","","","","","",""
"5.1.3.1. 자산/자본 지표(제11차 한국표준산업분류, 2009~)","    C112 비알코올음료 및 얼음","소기업","비유동부채비율","%","원자료","","","","","","","","","","","","",""
"5.1.3.1. 자산/자본 지표(제11차 한국표준산업분류, 2009~)","    C112 비알코올음료 및 얼음","소기업","차입금의존도","%","원자료","","","","","","","","","","","","",""
"5.1.3.1. 자산/자본 지표(제11차 한국표준산업분류, 2009~)","    C112 비알코올음료 및 얼음","소기업","차입금대매출액","%","원자료","","","","","","","","","","","","",""
"5.1.3.1. 자산/자본 지표(제11차 한국표준산업분류, 2009~)","    C112 비알코올음료 및 얼음","소기업","매출채권대매입채무","%","원자료","","","","","","","","","","","","",""
"5.1.3.1. 자산/자본 지표(제11차 한국표준산업분류, 2009~)","    C112 비알코올음료 및 얼음","소기업","순운전자본대총자본","%","원자료","","","","","","","","","","","","",""
"5.1.3.1. 자산/자본 지표(제11차 한국표준산업분류, 2009~)","  C13 섬유제품(의복 제외)","종합","자기자본비율","%","원자료","43.89","44.07","45.51","46.27","46.83","47.88","47.92","48.19","45.89","45.89","47.66","48.74","49.16"
"5.1.3.1. 자산/자본 지표(제11차 한국표준산업분류, 2009~)","  C13 섬유제품(의복 제외)","종합","유동비율","%","원자료","121.71","125.50","123.61","132.53","138.28","136.78","138.31","141.69","142.03","141.65","145.49","148.35","146.80"
"5.1.3.1. 자산/자본 지표(제11차 한국표준산업분류, 2009~)","  C13 섬유제품(의복 제외)","종합","당좌비율","%","원자료","85.08","88.34","88.12","95.72","100.68","100.24","97.90","101.81","103.51","102.28","104.18","105.48","104.40"
"5.1.3.1. 자산/자본 지표(제11차 한국표준산업분류, 2009~)","  C13 섬유제품(의복 제외)","종합","현금비율","%","원자료","12.24","13.35","12.07","14.59","16.19","16.34","16.22","18.36","23.91","21.44","21.31","21.24","22.34"
"5.1.3.1. 자산/자본 지표(제11차 한국표준산업분류, 2009~)","  C13 섬유제품(의복 제외)","종합","비유동비율","%","원자료","115.37","113.62","113.56","113.17","110.22","108.72","109.64","109.75","110.32","109.36","107.78","106.49","107.77"
"5.1.3.1. 자산/자본 지표(제11차 한국표준산업분류, 2009~)","  C13 섬유제품(의복 제외)","종합","비유동장기적합률","%","원자료","85.19","83.16","84.85","81.74","79.40","80.15","79.99","79.23","77.60","77.40","77.16","76.80","77.94"
"5.1.3.1. 자산/자본 지표(제11차 한국표준산업분류, 2009~)","  C13 섬유제품(의복 제외)","종합","부채비율","%","원자료","127.82","126.91","119.71","116.13","113.55","108.85","108.69","107.49","117.93","117.92","109.81","105.18","103.43"
"5.1.3.1. 자산/자본 지표(제11차 한국표준산업분류, 2009~)","  C13 섬유제품(의복 제외)","종합","유동부채비율","%","원자료","92.39","90.27","85.87","77.69","74.72","73.20","71.61","68.99","75.76","76.64","70.13","66.52","65.16"
"5.1.3.1. 자산/자본 지표(제11차 한국표준산업분류, 2009~)","  C13 섬유제품(의복 제외)","종합","비유동부채비율","%","원자료","35.43","36.64","33.84","38.44","38.83","35.64","37.08","38.51","42.16","41.28","39.68","38.66","38.26"
"5.1.3.1. 자산/자본 지표(제11차 한국표준산업분류, 2009~)","  C13 섬유제품(의복 제외)","종합","차입금의존도","%","원자료","31.96","32.13","34.41","34.14","34.03","33.31","34.04","34.00","35.75","35.78","35.33","35.53","35.21"
"5.1.3.1. 자산/자본 지표(제11차 한국표준산업분류, 2009~)","  C13 섬유제품(의복 제외)","종합","차입금대매출액","%","원자료","25.40","26.07","28.74","32.25","33.69","34.69","35.16","36.54","38.82","41.25","39.85","44.48","44.36"
"5.1.3.1. 자산/자본 지표(제11차 한국표준산업분류, 2009~)","  C13 섬유제품(의복 제외)","종합","매출채권대매입채무","%","원자료","188.03","199.58","207.36","216.49","219.02","214.32","220.76","225.00","218.32","214.32","212.44","221.78","219.10"
"5.1.3.1. 자산/자본 지표(제11차 한국표준산업분류, 2009~)","  C13 섬유제품(의복 제외)","종합","순운전자본대총자본","%","원자료","8.80","10.14","9.23","11.69","13.40","12.89","13.15","13.86","14.61","14.65","15.20","15.68","14.99"
"5.1.3.1. 자산/자본 지표(제11차 한국표준산업분류, 2009~)","  C13 섬유제품(의복 제외)","대기업_중견","자기자본비율","%","원자료","","","","","","62.92","60.97","65.50","68.12","63.97","70.03","70.20","67.26"
"5.1.3.1. 자산/자본 지표(제11차 한국표준산업분류, 2009~)","  C13 섬유제품(의복 제외)","대기업_중견","유동비율","%","원자료","","","","","","97.29","122.77","151.42","188.54","159.02","171.63","182.33","155.15"
"5.1.3.1. 자산/자본 지표(제11차 한국표준산업분류, 2009~)","  C13 섬유제품(의복 제외)","대기업_중견","당좌비율","%","원자료","","","","","","69.98","75.41","106.91","137.53","118.65","126.38","136.63","114.19"
"5.1.3.1. 자산/자본 지표(제11차 한국표준산업분류, 2009~)","  C13 섬유제품(의복 제외)","대기업_중견","현금비율","%","원자료","","","","","","6.41","15.81","14.91","28.23","16.62","20.46","33.91","28.50"
"5.1.3.1. 자산/자본 지표(제11차 한국표준산업분류, 2009~)","  C13 섬유제품(의복 제외)","대기업_중견","비유동비율","%","원자료","","","","","","120.81","118.14","107.23","86.29","90.04","88.02","89.89","100.32"
"5.1.3.1. 자산/자본 지표(제11차 한국표준산업분류, 2009~)","  C13 섬유제품(의복 제외)","대기업_중견","비유동장기적합률","%","원자료","","","","","","100.89","93.28","87.42","75.23","78.54","79.38","79.11","85.37"
"5.1.3.1. 자산/자본 지표(제11차 한국표준산업분류, 2009~)","  C13 섬유제품(의복 제외)","대기업_중견","부채비율","%","원자료","","","","","","58.93","64.01","52.67","46.79","56.33","42.81","42.45","48.67"
"5.1.3.1. 자산/자본 지표(제11차 한국표준산업분류, 2009~)","  C13 섬유제품(의복 제외)","대기업_중견","유동부채비율","%","원자료","","","","","","39.19","37.36","30.01","32.09","41.68","31.92","28.83","31.16"
"5.1.3.1. 자산/자본 지표(제11차 한국표준산업분류, 2009~)","  C13 섬유제품(의복 제외)","대기업_중견","비유동부채비율","%","원자료","","","","","","19.75","26.64","22.66","14.70","14.65","10.88","13.63","17.51"
"5.1.3.1. 자산/자본 지표(제11차 한국표준산업분류, 2009~)","  C13 섬유제품(의복 제외)","대기업_중견","차입금의존도","%","원자료","","","","","","20.76","23.98","19.16","17.44","19.63","15.36","17.64","21.53"
"5.1.3.1. 자산/자본 지표(제11차 한국표준산업분류, 2009~)","  C13 섬유제품(의복 제외)","대기업_중견","차입금대매출액","%","원자료","","","","","","48.60","47.78","41.89","29.44","27.52","27.90","35.34","38.08"
"5.1.3.1. 자산/자본 지표(제11차 한국표준산업분류, 2009~)","  C13 섬유제품(의복 제외)","대기업_중견","매출채권대매입채무","%","원자료","","","","","","235.57","318.38","258.75","259.60","279.64","228.85","217.41","188.84"
"5.1.3.1. 자산/자본 지표(제11차 한국표준산업분류, 2009~)","  C13 섬유제품(의복 제외)","대기업_중견","순운전자본대총자본","%","원자료","","","","","","-0.67","5.19","10.11","19.36","15.74","16.01","16.66","11.56"
"5.1.3.1. 자산/자본 지표(제11차 한국표준산업분류, 2009~)","  C13 섬유제품(의복 제외)","중소기업","자기자본비율","%","원자료","40.97","40.02","41.00","41.59","42.23","42.77","43.83","43.99","42.55","43.24","44.39","45.83","46.29"
"5.1.3.1. 자산/자본 지표(제11차 한국표준산업분류, 2009~)","  C13 섬유제품(의복 제외)","중소기업","유동비율","%","원자료","123.62","125.63","128.56","135.45","141.00","139.75","139.70","141.70","137.85","139.91","142.77","145.50","146.10"
"5.1.3.1. 자산/자본 지표(제11차 한국표준산업분류, 2009~)","  C13 섬유제품(의복 제외)","중소기업","당좌비율","%","원자료","87.75","89.50","92.32","98.80","103.42","102.00","99.88","101.94","100.39","100.84","102.19","103.15","103.41"
"5.1.3.1. 자산/자본 지표(제11차 한국표준산업분류, 2009~)","  C13 섬유제품(의복 제외)","중소기업","현금비율","%","원자료","12.90","13.34","12.84","15.96","17.79","17.54","16.39","18.73","23.35","21.96","21.37","20.27","21.74"
"5.1.3.1. 자산/자본 지표(제11차 한국표준산업분류, 2009~)","  C13 섬유제품(의복 제외)","중소기업","비유동비율","%","원자료","111.86","113.65","112.05","110.41","108.33","108.01","108.89","110.20","116.16","113.89","112.86","110.22","109.52"
"5.1.3.1. 자산/자본 지표(제11차 한국표준산업분류, 2009~)","  C13 섬유제품(의복 제외)","중소기업","비유동장기적합률","%","원자료","81.58","80.35","79.27","76.44","74.36","75.12","76.26","76.18","78.06","77.28","77.01","76.54","76.52"
"5.1.3.1. 자산/자본 지표(제11차 한국표준산업분류, 2009~)","  C13 섬유제품(의복 제외)","중소기업","부채비율","%","원자료","144.09","149.88","143.93","140.44","136.80","133.79","128.14","127.30","135.03","131.25","125.30","118.22","116.01"
"5.1.3.1. 자산/자본 지표(제11차 한국표준산업분류, 2009~)","  C13 섬유제품(의복 제외)","중소기업","유동부채비율","%","원자료","106.97","108.44","102.58","96.00","91.12","90.00","85.36","82.64","86.23","83.88","78.75","74.23","72.89"
"5.1.3.1. 자산/자본 지표(제11차 한국표준산업분류, 2009~)","  C13 섬유제품(의복 제외)","중소기업","비유동부채비율","%","원자료","37.12","41.44","41.35","44.44","45.69","43.79","42.78","44.67","48.80","47.37","46.55","43.99","43.12"
"5.1.3.1. 자산/자본 지표(제11차 한국표준산업분류, 2009~)","  C13 섬유제품(의복 제외)","중소기업","차입금의존도","%","원자료","32.76","33.49","37.20","37.69","37.71","37.71","37.31","37.64","38.55","38.18","38.22","37.98","37.43"
"5.1.3.1. 자산/자본 지표(제11차 한국표준산업분류, 2009~)","  C13 섬유제품(의복 제외)","중소기업","차입금대매출액","%","원자료","23.28","24.51","27.38","30.84","32.46","34.18","34.71","36.33","39.98","43.14","41.18","45.39","45.29"
"5.1.3.1. 자산/자본 지표(제11차 한국표준산업분류, 2009~)","  C13 섬유제품(의복 제외)","중소기업","매출채권대매입채무","%","원자료","189.74","196.32","205.96","213.22","217.10","215.05","218.18","225.01","216.16","209.68","211.08","221.80","222.41"
"5.1.3.1. 자산/자본 지표(제11차 한국표준산업분류, 2009~)","  C13 섬유제품(의복 제외)","중소기업","순운전자본대총자본","%","원자료","10.35","11.12","12.01","14.15","15.78","15.30","14.86","15.16","13.89","14.48","14.95","15.48","15.56"
"5.1.3.1. 자산/자본 지표(제11차 한국표준산업분류, 2009~)","  C13 섬유제품(의복 제외)","중기업","자기자본비율","%","원자료","","","","","","48.70","48.93","49.72","49.70","50.98","51.97","53.00","52.83"
"5.1.3.1. 자산/자본 지표(제11차 한국표준산업분류, 2009~)","  C13 섬유제품(의복 제외)","중기업","유동비율","%","원자료","","","","","","141.66","136.90","139.78","142.84","141.80","140.25","139.83","139.07"
"5.1.3.1. 자산/자본 지표(제11차 한국표준산업분류, 2009~)","  C13 섬유제품(의복 제외)","중기업","당좌비율","%","원자료","","","","","","99.57","94.11","97.00","102.15","101.11","98.51","97.77","98.31"
"5.1.3.1. 자산/자본 지표(제11차 한국표준산업분류, 2009~)","  C13 섬유제품(의복 제외)","중기업","현금비율","%","원자료","","","","","","18.17","15.74","18.71","25.36","22.97","22.35","20.61","22.19"
"5.1.3.1. 자산/자본 지표(제11차 한국표준산업분류, 2009~)","  C13 섬유제품(의복 제외)","중기업","비유동비율","%","원자료","","","","","","95.64","100.89","101.11","100.60","97.60","99.83","98.83","99.29"
"5.1.3.1. 자산/자본 지표(제11차 한국표준산업분류, 2009~)","  C13 섬유제품(의복 제외)","중기업","비유동장기적합률","%","원자료","","","","","","74.78","78.34","78.03","76.93","77.06","78.98","79.43","79.71"
"5.1.3.1. 자산/자본 지표(제11차 한국표준산업분류, 2009~)","  C13 섬유제품(의복 제외)","중기업","부채비율","%","원자료","","","","","","105.34","104.37","101.14","101.21","96.17","92.43","88.69","89.27"
"5.1.3.1. 자산/자본 지표(제11차 한국표준산업분류, 2009~)","  C13 섬유제품(의복 제외)","중기업","유동부채비율","%","원자료","","","","","","77.44","75.60","71.56","70.43","69.51","66.03","64.26","64.71"
"5.1.3.1. 자산/자본 지표(제11차 한국표준산업분류, 2009~)","  C13 섬유제품(의복 제외)","중기업","비유동부채비율","%","원자료","","","","","","27.90","28.78","29.58","30.78","26.65","26.41","24.43","24.57"
"5.1.3.1. 자산/자본 지표(제11차 한국표준산업분류, 2009~)","  C13 섬유제품(의복 제외)","중기업","차입금의존도","%","원자료","","","","","","32.73","32.98","32.62","33.00","31.14","31.62","31.54","31.33"
"5.1.3.1. 자산/자본 지표(제11차 한국표준산업분류, 2009~)","  C13 섬유제품(의복 제외)","중기업","차입금대매출액","%","원자료","","","","","","28.12","28.65","29.45","31.57","32.68","31.52","34.77","34.08"
"5.1.3.1. 자산/자본 지표(제11차 한국표준산업분류, 2009~)","  C13 섬유제품(의복 제외)","중기업","매출채권대매입채무","%","원자료","","","","","","206.64","207.20","215.65","207.54","199.02","199.73","212.03","212.68"
"5.1.3.1. 자산/자본 지표(제11차 한국표준산업분류, 2009~)","  C13 섬유제품(의복 제외)","중기업","순운전자본대총자본","%","원자료","","","","","","15.71","13.65","14.15","15.00","14.81","13.81","13.56","13.36"
"5.1.3.1. 자산/자본 지표(제11차 한국표준산업분류, 2009~)","  C13 섬유제품(의복 제외)","소기업","자기자본비율","%","원자료","","","","","","37.42","38.76","38.32","36.11","36.05","37.59","39.13","39.99"
"5.1.3.1. 자산/자본 지표(제11차 한국표준산업분류, 2009~)","  C13 섬유제품(의복 제외)","소기업","유동비율","%","원자료","","","","","","138.10","142.44","143.53","133.74","138.24","144.95","150.82","153.06"
"5.1.3.1. 자산/자본 지표(제11차 한국표준산업분류, 2009~)","  C13 섬유제품(의복 제외)","소기업","당좌비율","%","원자료","","","","","","104.12","105.49","106.64","98.94","100.59","105.37","108.20","108.46"
"5.1.3.1. 자산/자본 지표(제11차 한국표준산업분류, 2009~)","  C13 섬유제품(의복 제외)","소기업","현금비율","%","원자료","","","","","","16.99","17.02","18.75","21.69","21.06","20.52","19.95","21.29"
"5.1.3.1. 자산/자본 지표(제11차 한국표준산업분류, 2009~)","  C13 섬유제품(의복 제외)","소기업","비유동비율","%","원자료","","","","","","122.55","118.93","121.90","135.43","135.33","129.01","124.62","122.56"
"5.1.3.1. 자산/자본 지표(제11차 한국표준산업분류, 2009~)","  C13 섬유제품(의복 제외)","소기업","비유동장기적합률","%","원자료","","","","","","75.43","74.16","74.30","79.14","77.50","75.22","73.85","73.49"
"5.1.3.1. 자산/자본 지표(제11차 한국표준산업분류, 2009~)","  C13 섬유제품(의복 제외)","소기업","부채비율","%","원자료","","","","","","167.24","157.99","160.95","176.94","177.38","166.02","155.58","150.08"
"5.1.3.1. 자산/자본 지표(제11차 한국표준산업분류, 2009~)","  C13 섬유제품(의복 제외)","소기업","유동부채비율","%","원자료","","","","","","104.77","97.63","96.88","105.81","102.76","94.52","86.84","83.31"
"5.1.3.1. 자산/자본 지표(제11차 한국표준산업분류, 2009~)","  C13 섬유제품(의복 제외)","소기업","비유동부채비율","%","원자료","","","","","","62.47","60.36","64.07","71.13","74.62","71.50","68.74","66.77"
"5.1.3.1. 자산/자본 지표(제11차 한국표준산업분류, 2009~)","  C13 섬유제품(의복 제외)","소기업","차입금의존도","%","원자료","","","","","","42.21","41.61","42.62","43.55","44.73","44.14","43.98","43.31"
"5.1.3.1. 자산/자본 지표(제11차 한국표준산업분류, 2009~)","  C13 섬유제품(의복 제외)","소기업","차입금대매출액","%","원자료","","","","","","40.39","41.49","44.35","49.32","54.34","51.45","56.94","58.63"
"5.1.3.1. 자산/자본 지표(제11차 한국표준산업분류, 2009~)","  C13 섬유제품(의복 제외)","소기업","매출채권대매입채무","%","원자료","","","","","","222.01","228.39","233.64","223.71","219.20","220.49","230.26","231.57"
"5.1.3.1. 자산/자본 지표(제11차 한국표준산업분류, 2009~)","  C13 섬유제품(의복 제외)","소기업","순운전자본대총자본","%","원자료","","","","","","14.94","16.06","16.16","12.89","14.17","15.97","17.27","17.68"
"5.1.3.1. 자산/자본 지표(제11차 한국표준산업분류, 2009~)","    C131 방적 및 가공사","종합","자기자본비율","%","원자료","49.12","51.55","52.22","53.26","53.71","56.33","55.09","56.00","54.88","57.35","61.12","61.73","62.45"
"5.1.3.1. 자산/자본 지표(제11차 한국표준산업분류, 2009~)","    C131 방적 및 가공사","종합","유동비율","%","원자료","108.64","116.66","97.39","110.57","120.38","105.06","124.55","136.10","150.82","154.31","160.33","168.51","159.74"
"5.1.3.1. 자산/자본 지표(제11차 한국표준산업분류, 2009~)","    C131 방적 및 가공사","종합","당좌비율","%","원자료","66.65","74.70","63.64","72.12","79.52","71.92","78.87","92.88","107.21","114.16","113.11","120.18","114.48"
"5.1.3.1. 자산/자본 지표(제11차 한국표준산업분류, 2009~)","    C131 방적 및 가공사","종합","현금비율","%","원자료","7.05","8.64","7.38","9.06","9.91","10.45","11.20","13.14","20.01","19.77","21.85","24.49","27.58"
"5.1.3.1. 자산/자본 지표(제11차 한국표준산업분류, 2009~)","    C131 방적 및 가공사","종합","비유동비율","%","원자료","131.35","127.20","129.61","128.08","123.92","124.11","117.84","113.35","97.31","92.26","91.95","92.20","93.66"
"5.1.3.1. 자산/자본 지표(제11차 한국표준산업분류, 2009~)","    C131 방적 및 가공사","종합","비유동장기적합률","%","원자료","95.81","93.03","101.29","95.73","92.16","97.97","90.37","86.76","77.28","76.15","77.33","76.47","79.03"
"5.1.3.1. 자산/자본 지표(제11차 한국표준산업분류, 2009~)","    C131 방적 및 가공사","종합","부채비율","%","원자료","103.58","93.97","91.49","87.77","86.17","77.53","81.52","78.57","82.21","74.38","63.60","62.00","60.12"
"5.1.3.1. 자산/자본 지표(제11차 한국표준산업분류, 2009~)","    C131 방적 및 가공사","종합","유동부채비율","%","원자료","66.49","57.23","63.53","53.98","51.71","50.85","51.13","47.92","56.29","53.21","44.69","41.42","41.60"
"5.1.3.1. 자산/자본 지표(제11차 한국표준산업분류, 2009~)","    C131 방적 및 가공사","종합","비유동부채비율","%","원자료","37.09","36.74","27.95","33.78","34.46","26.68","30.39","30.65","25.92","21.16","18.91","20.58","18.52"
"5.1.3.1. 자산/자본 지표(제11차 한국표준산업분류, 2009~)","    C131 방적 및 가공사","종합","차입금의존도","%","원자료","32.01","29.86","30.62","29.60","29.27","27.21","29.31","27.88","30.28","26.69","24.48","25.51","24.66"
"5.1.3.1. 자산/자본 지표(제11차 한국표준산업분류, 2009~)","    C131 방적 및 가공사","종합","차입금대매출액","%","원자료","39.30","42.00","43.65","46.71","47.50","48.06","48.75","49.75","49.42","41.64","39.63","44.93","45.01"
"5.1.3.1. 자산/자본 지표(제11차 한국표준산업분류, 2009~)","    C131 방적 및 가공사","종합","매출채권대매입채무","%","원자료","202.38","255.64","239.59","276.35","277.20","271.46","297.07","288.58","297.36","311.39","285.60","283.21","269.08"
"5.1.3.1. 자산/자본 지표(제11차 한국표준산업분류, 2009~)","    C131 방적 및 가공사","종합","순운전자본대총자본","%","원자료","2.82","4.92","-0.86","3.04","5.66","1.45","6.92","9.69","15.70","16.57","16.48","17.52","15.52"
"5.1.3.1. 자산/자본 지표(제11차 한국표준산업분류, 2009~)","    C131 방적 및 가공사","대기업_중견","자기자본비율","%","원자료","","","","","","","","","","","","",""
"5.1.3.1. 자산/자본 지표(제11차 한국표준산업분류, 2009~)","    C131 방적 및 가공사","대기업_중견","유동비율","%","원자료","","","","","","","","","","","","",""
"5.1.3.1. 자산/자본 지표(제11차 한국표준산업분류, 2009~)","    C131 방적 및 가공사","대기업_중견","당좌비율","%","원자료","","","","","","","","","","","","",""
"5.1.3.1. 자산/자본 지표(제11차 한국표준산업분류, 2009~)","    C131 방적 및 가공사","대기업_중견","현금비율","%","원자료","","","","","","","","","","","","",""
"5.1.3.1. 자산/자본 지표(제11차 한국표준산업분류, 2009~)","    C131 방적 및 가공사","대기업_중견","비유동비율","%","원자료","","","","","","","","","","","","",""
"5.1.3.1. 자산/자본 지표(제11차 한국표준산업분류, 2009~)","    C131 방적 및 가공사","대기업_중견","비유동장기적합률","%","원자료","","","","","","","","","","","","",""
"5.1.3.1. 자산/자본 지표(제11차 한국표준산업분류, 2009~)","    C131 방적 및 가공사","대기업_중견","부채비율","%","원자료","","","","","","","","","","","","",""
"5.1.3.1. 자산/자본 지표(제11차 한국표준산업분류, 2009~)","    C131 방적 및 가공사","대기업_중견","유동부채비율","%","원자료","","","","","","","","","","","","",""
"5.1.3.1. 자산/자본 지표(제11차 한국표준산업분류, 2009~)","    C131 방적 및 가공사","대기업_중견","비유동부채비율","%","원자료","","","","","","","","","","","","",""
"5.1.3.1. 자산/자본 지표(제11차 한국표준산업분류, 2009~)","    C131 방적 및 가공사","대기업_중견","차입금의존도","%","원자료","","","","","","","","","","","","",""
